X,Y,Z
-1.02202,1.16979,22.5012
-0.981658,1.21827,21.9191
-0.950563,1.26601,21.3568
-0.927926,1.31304,20.8135
-0.912933,1.35953,20.2886
-0.904816,1.40573,19.7817
-0.902871,1.45194,19.2924
-0.906474,1.49852,18.8205
-0.915076,1.54582,18.366
-0.9282,1.59418,17.9289
-0.945441,1.64394,17.5093
-0.966449,1.69541,17.1076
-0.990932,1.74886,16.7242
-1.01864,1.80455,16.3598
-1.04938,1.86273,16.0152
-1.08297,1.92361,15.6913
-1.11927,1.98737,15.3894
-1.15816,2.05418,15.111
-1.19955,2.12421,14.858
-1.24334,2.19757,14.6326
-1.28944,2.27437,14.4374
-1.33776,2.35469,14.2755
-1.38821,2.4386,14.1505
-1.44066,2.52611,14.0666
-1.49497,2.61719,14.0288
-1.55096,2.71179,14.0427
-1.60838,2.80977,14.1146
-1.66695,2.91093,14.2519
-1.72627,3.015,14.4627
-1.7859,3.12159,14.7557
-1.84523,3.23018,15.1407
-1.90357,3.34015,15.6275
-1.96005,3.45069,16.2265
-2.01365,3.56081,16.9473
-2.06316,3.66934,17.7989
-2.10721,3.7749,18.7881
-2.14423,3.87591,19.9187
-2.17248,3.9706,21.1903
-2.19013,4.05701,22.5967
-2.19527,4.1331,24.1245
-2.18599,4.19679,25.7521
-2.16057,4.24605,27.4492
-2.11754,4.27906,29.1766
-2.05585,4.29431,30.8878
-1.97506,4.29077,32.5312
-1.87545,4.26796,34.0538
-1.75808,4.22607,35.4051
-1.62489,4.16593,36.5419
-1.47859,4.08899,37.4319
-1.32258,3.99717,38.0565
-1.16072,3.89271,38.4121
-0.997051,3.77796,38.5086
-0.835574,3.65522,38.368
-0.679924,3.52655,38.0204
-0.533173,3.39372,37.5007
-0.397682,3.25817,36.8453
-0.27504,3.12108,36.0887
-0.166096,2.98335,35.2621
-0.071046,2.84576,34.3919
0.0104368,2.70897,33.4996
0.0790614,2.57355,32.6017
0.135787,2.44006,31.7104
0.181711,2.309,30.8341
0.217984,2.18083,29.9784
0.245741,2.05599,29.1465
0.266069,1.93484,28.34
0.279976,1.81771,27.5594
0.288377,1.70486,26.8043
0.292094,1.59649,26.074
0.291854,1.49277,25.3674
0.288292,1.3938,24.6833
0.28196,1.29963,24.0207
0.27333,1.21028,23.3783
0.2628,1.12574,22.7551
0.250704,1.04596,22.1502
0.237313,0.970857,21.5627
0.222841,0.90035,20.9918
0.20745,0.834331,20.4368
0.191254,0.772686,19.8971
0.174318,0.715304,19.3721
0.156665,0.662077,18.8613
0.138276,0.612918,18.3643
0.119096,0.567766,17.8806
0.099043,0.526601,17.4097
0.078019,0.489466,16.9514
0.0559412,0.456482,16.5052
0.0327844,0.427854,16.0708
0.00864437,0.403862,15.6478
-0.0161986,0.384794,15.2361
-0.0412576,0.370828,14.8352
-0.0659099,0.361909,14.4449
-0.0895537,0.357685,14.0648
-0.111766,0.357583,13.6948
-0.132368,0.360943,13.3345
-0.151397,0.367147,12.9838
-0.169028,0.375689,12.6422
-0.185505,0.386187,12.3097
-0.201088,0.398365,11.986
-0.216029,0.412036,11.6708
-0.230558,0.427075,11.3639
-0.244877,0.443408,11.0651
-0.259167,0.460994,10.7743
-0.273582,0.479821,10.4911
-0.288259,0.499896,10.2155
-0.303318,0.521241,9.94721
-0.318867,0.543892,9.68606
-0.335002,0.567894,9.43191
-0.351813,0.593302,9.18458
-0.369382,0.62018,8.94392
-0.387789,0.648598,8.7098
-0.40711,0.678633,8.48208
-0.427421,0.710368,8.26064
-0.448795,0.743895,8.04539
-0.471309,0.77931,7.83623
-0.495039,0.816717,7.6331
-0.520064,0.856226,7.43594
-0.546464,0.897954,7.24475
-0.574324,0.942025,7.05953
-0.60373,0.988571,6.88033
-0.634774,1.03773,6.70725
-0.667552,1.08965,6.54043
-0.702161,1.14449,6.38009
-0.738705,1.2024,6.22653
-0.777293,1.26357,6.08014
-0.818035,1.32816,5.94144
-0.861048,1.39637,5.81109
-0.906451,1.46839,5.68995
-0.954365,1.54442,5.57908
-1.00492,1.62468,5.47983
-1.05822,1.70938,5.39388
-1.11441,1.79874,5.32333
-1.1736,1.89297,5.27077
-1.2359,1.99229,5.23944
-1.3014,2.09691,5.23329
-1.37017,2.20703,5.25722
-1.44227,2.32281,5.31722
-1.5177,2.4444,5.42059
-1.59642,2.57189,5.57623
-1.67829,2.70529,5.79489
-1.7631,2.84456,6.08947
-1.85051,2.98948,6.4753
-1.94,3.13974,6.97046
-2.03085,3.29477,7.59586
-2.1221,3.45377,8.37531
-2.21242,3.61562,9.33519
-2.30012,3.77882,10.5037
-2.38306,3.94139,11.9096
-2.45856,4.10085,13.5797
-2.52336,4.25411,15.5357
-2.57364,4.39754,17.7898
-2.60504,4.52692,20.3388
-2.61279,4.63764,23.1584
-2.59198,4.72488,26.1973
-2.53791,4.784,29.3737
-2.44654,4.81097,32.5756
-2.31513,4.80295,35.667
-2.14274,4.75877,38.5001
-1.93077,4.67931,40.9332
-1.68316,4.56769,42.85
-1.40645,4.42902,44.1764
-1.10938,4.26983,44.8903
-0.802185,4.09712,45.0212
-0.49565,3.91735,44.641
-0.199869,3.73554,43.849
0.0769395,3.55481,42.7547
0.329312,3.37656,41.464
0.554821,3.20115,40.0687
0.753722,3.0286,38.6418
0.928194,2.85915,37.2367
1.08148,2.69352,35.8886
1.21715,2.53293,34.6184
1.33859,2.37887,33.4356
1.44868,2.23299,32.3423
1.54969,2.09684,31.3355
1.64323,1.97173,30.4095
1.7304,1.85857,29.5573
1.81189,1.75784,28.7715
1.88817,1.66961,28.0451
1.95963,1.59358,27.3718
2.02664,1.52919,26.7461
2.0896,1.47572,26.1633
2.149,1.43234,25.6196
2.20533,1.3982,25.112
2.25915,1.37247,24.6383
2.31098,1.35433,24.1969
2.36135,1.34304,23.7865
2.41077,1.33789,23.4067
2.45968,1.33822,23.057
2.5085,1.34342,22.7378
2.55756,1.35295,22.4495
2.60717,1.36628,22.1928
2.65756,1.38293,21.9688
2.7089,1.40244,21.7787
2.76133,1.42439,21.6241
2.81489,1.44836,21.5064
2.86961,1.47397,21.4278
2.92542,1.50081,21.3899
2.98222,1.5285,21.395
3.03986,1.55665,21.4452
3.09812,1.58485,21.5424
3.15673,1.61268,21.6887
3.21536,1.63972,21.8858
3.27364,1.66551,22.1352
3.33113,1.68957,22.4378
3.38734,1.71142,22.7939
3.44174,1.73053,23.2033
3.49375,1.74638,23.6644
3.54277,1.75845,24.1748
3.58816,1.76621,24.7307
3.62927,1.76916,25.3268
3.66547,1.76685,25.9565
3.69616,1.75887,26.6113
3.72075,1.74489,27.2818
3.73874,1.72471,27.957
3.74973,1.69823,28.6249
3.7534,1.66549,29.2729
3.74957,1.6267,29.8885
3.73818,1.58223,30.4594
3.71931,1.53262,30.9742
3.6932,1.47857,31.423
3.6602,1.42092,31.7978
3.62078,1.36062,32.0926
3.57552,1.2987,32.3041
3.52507,1.23626,32.4311
3.47014,1.17439,32.4748
3.41149,1.11415,32.4386
3.34987,1.05652,32.3274
3.28605,1.0024,32.1473
3.22078,0.952556,31.9057
3.15481,0.907629,31.61
3.08884,0.868109,31.268
3.02355,0.834344,30.8873
2.95959,0.806544,30.4752
2.89757,0.78479,30.0383
2.83808,0.769048,29.5828
2.78166,0.759182,29.1139
2.72881,0.754967,28.6364
2.67998,0.756106,28.1545
2.63558,0.762245,27.6717
2.59595,0.772985,27.1911
2.56137,0.787899,26.7153
2.53206,0.806543,26.2465
2.50817,0.828473,25.7867
2.48979,0.853254,25.3376
2.47695,0.880477,24.9008
2.4696,0.909761,24.4776
2.46767,0.940765,24.0694
2.47102,0.97319,23.6776
2.4795,1.00678,23.3033
2.49293,1.04132,22.9479
2.51111,1.07664,22.6126
2.53382,1.1126,22.2989
2.56085,1.14909,22.0082
2.59199,1.186,21.7421
2.62701,1.22328,21.5024
2.66569,1.26084,21.2907
2.70782,1.29862,21.1092
2.75315,1.33654,20.9598
2.80147,1.3745,20.8448
2.85251,1.41241,20.7667
2.90602,1.45014,20.7279
2.96171,1.48752,20.7311
3.01926,1.52436,20.779
3.07835,1.56044,20.8743
3.13859,1.59549,21.0195
3.19956,1.6292,21.2173
3.2608,1.66122,21.4697
3.32181,1.69114,21.7787
3.38201,1.71853,22.1453
3.44082,1.74291,22.5701
3.49757,1.76375,23.0525
3.55157,1.78052,23.5908
3.60211,1.79266,24.1817
3.64845,1.79962,24.8206
3.68985,1.80087,25.5009
3.72558,1.79594,26.2143
3.75496,1.78441,26.9506
3.77737,1.76597,27.6983
3.79228,1.74044,28.4439
3.79927,1.70778,29.1735
3.79807,1.66815,29.8724
3.78855,1.62187,30.5262
3.77073,1.56948,31.1212
3.74482,1.51169,31.6454
3.71115,1.44941,32.0886
3.67024,1.38368,32.4432
3.62269,1.31568,32.7046
3.56921,1.24662,32.8709
3.51058,1.17777,32.943
3.44764,1.11035,32.9243
3.38122,1.04552,32.8204
3.31217,0.984337,32.6386
3.2413,0.927708,32.3869
3.16943,0.876389,32.0744
3.09733,0.830967,31.71
3.02572,0.791862,31.3026
2.95531,0.759332,30.8605
2.88678,0.733486,30.3914
2.82074,0.714301,29.9021
2.75779,0.701635,29.3986
2.69849,0.695246,28.8863
2.64334,0.69481,28.3696
2.5928,0.699935,27.8523
2.54726,0.710179,27.3375
2.50706,0.725062,26.8281
2.47246,0.744085,26.3262
2.44367,0.766741,25.8337
2.42078,0.792536,25.3524
2.40386,0.820995,24.8836
2.39286,0.851681,24.4286
2.38772,0.8842,23.9887
2.3883,0.918207,23.5651
2.39442,0.953413,23.1587
2.40588,0.989581,22.7708
2.42247,1.02652,22.4026
2.44395,1.06409,22.0554
2.4701,1.10218,21.7304
2.50068,1.14071,21.4291
2.53547,1.17962,21.1531
2.57424,1.21887,20.9041
2.61677,1.25841,20.6841
2.66285,1.2982,20.495
2.71224,1.33819,20.3392
2.76474,1.3783,20.2191
2.82009,1.41844,20.1373
2.87803,1.4585,20.0967
2.9383,1.49831,20.1001
3.00057,1.53768,20.1508
3.06452,1.57639,20.2517
3.12974,1.61415,20.4062
3.19582,1.65064,20.6173
3.26228,1.68546,20.8877
3.32856,1.71819,21.2199
3.39408,1.74833,21.6156
3.45818,1.77534,22.076
3.52016,1.79864,22.6009
3.57924,1.81761,23.1888
3.63463,1.8316,23.8369
3.68549,1.83996,24.54
3.73099,1.84208,25.2914
3.77029,1.83736,26.0817
3.80261,1.8253,26.8997
3.82724,1.8055,27.7319
3.84356,1.77771,28.563
3.85107,1.74186,29.3767
3.84947,1.69807,30.1558
3.83859,1.64671,30.8834
3.81848,1.58838,31.5436
3.78937,1.52388,32.1221
3.75168,1.45427,32.6074
3.706,1.38075,32.9909
3.65303,1.30468,33.2677
3.59361,1.2275,33.4363
3.52863,1.15065,33.4984
3.45901,1.07555,33.4589
3.38571,1.00353,33.325
3.30965,0.935758,33.1058
3.23173,0.87326,32.8114
3.15281,0.816851,32.4524
3.07372,0.767154,32.0393
2.99522,0.724591,31.5825
2.91806,0.689404,31.0912
2.84294,0.661664,30.5739
2.77053,0.6413,30.0381
2.70145,0.628112,29.4901
2.63629,0.621798,28.9354
2.5756,0.621968,28.3786
2.51988,0.628163,27.8233
2.46955,0.639873,27.2727
2.42499,0.656548,26.7292
2.38649,0.677619,26.1948
2.35427,0.70251,25.6713
2.32844,0.730657,25.1601
2.30906,0.761525,24.6624
2.29608,0.79462,24.1794
2.2894,0.829501,23.7119
2.28886,0.865792,23.2609
2.29425,0.903179,22.8275
2.30534,0.941415,22.4124
2.32188,0.980313,22.0169
2.3436,1.01974,21.6419
2.37026,1.0596,21.2887
2.40161,1.09985,20.9586
2.4374,1.14046,20.653
2.47741,1.18141,20.3736
2.52142,1.2227,20.1222
2.56923,1.26431,19.9008
2.62063,1.30625,19.7116
2.67541,1.34846,19.5571
2.73335,1.3909,19.44
2.79424,1.43349,19.3633
2.85781,1.47611,19.3302
2.92381,1.5186,19.344
2.99192,1.56076,19.4084
3.0618,1.60234,19.5272
3.13305,1.64304,19.7041
3.20521,1.68249,19.9428
3.27778,1.72026,20.247
3.35016,1.75586,20.6197
3.42171,1.78872,21.0634
3.49171,1.81823,21.5797
3.55934,1.8437,22.169
3.62376,1.86441,22.8299
3.68405,1.87959,23.5594
3.73926,1.88848,24.3519
3.78842,1.89032,25.1995
3.83057,1.88441,26.0915
3.86482,1.87013,27.0144
3.89032,1.84701,27.9522
3.90639,1.81473,28.8867
3.91249,1.77319,29.7981
3.90826,1.72258,30.666
3.89358,1.66331,31.4703
3.86855,1.59614,32.1922
3.83351,1.52205,32.8156
3.789,1.44232,33.3276
3.73577,1.35842,33.7195
3.67468,1.27198,33.9869
3.60673,1.1847,34.1297
3.53298,1.09828,34.152
3.45447,1.01436,34.0613
3.37228,0.93442,33.8675
3.28741,0.859774,33.5825
3.20083,0.791499,33.219
3.11345,0.730435,32.7899
3.02613,0.67718,32.3075
2.93966,0.632103,31.7835
2.85482,0.595368,31.2282
2.77233,0.566957,30.6508
2.69286,0.546702,30.0589
2.61709,0.534308,29.459
2.54562,0.529379,28.8565
2.47904,0.531437,28.2555
2.41787,0.53994,27.6595
2.36259,0.554292,27.0712
2.3136,0.573866,26.4926
2.27123,0.59801,25.9255
2.23569,0.626069,25.3711
2.20712,0.657403,24.8306
2.18555,0.691405,24.3048
2.17092,0.72752,23.7944
2.16309,0.76526,23.3003
2.16184,0.804213,22.823
2.16692,0.84405,22.3633
2.17804,0.884521,21.9219
2.19491,0.925451,21.4997
2.21724,0.96673,21.0975
2.24472,1.0083,20.7162
2.2771,1.05015,20.3571
2.31412,1.09229,20.0214
2.35555,1.13475,19.7106
2.40119,1.17757,19.4264
2.45084,1.22081,19.1705
2.5043,1.26448,18.9452
2.56142,1.3086,18.7528
2.622,1.35318,18.5961
2.68586,1.39817,18.4779
2.75279,1.4435,18.4017
2.82259,1.48908,18.371
2.89498,1.53474,18.3899
2.96969,1.58029,18.4626
3.04636,1.62545,18.5935
3.12461,1.6699,18.7873
3.20395,1.71324,19.0487
3.28387,1.75499,19.3823
3.36373,1.7946,19.7922
3.44282,1.83144,20.2822
3.52034,1.86478,20.8547
3.5954,1.89383,21.5111
3.66703,1.91773,22.2509
3.73417,1.93557,23.0711
3.79571,1.94641,23.9663
3.85052,1.94933,24.9275
3.89746,1.94343,25.9427
3.93547,1.92793,26.9961
3.96353,1.9022,28.0684
3.98083,1.86581,29.1377
3.9867,1.81859,30.1799
3.98075,1.76071,31.1699
3.96285,1.69266,32.0831
3.93314,1.6153,32.8966
3.89207,1.52986,33.591
3.84035,1.43787,34.1514
3.77888,1.34112,34.5682
3.70877,1.24161,34.8376
3.63121,1.14139,34.9613
3.54742,1.0425,34.946
3.45866,0.946858,34.8024
3.36609,0.856205,34.5443
3.27084,0.772008,34.1871
3.17393,0.695443,33.7468
3.07633,0.627382,33.2391
2.97892,0.5684,32.6789
2.8825,0.518802,32.0795
2.78787,0.478661,31.4525
2.69574,0.447854,30.8077
2.60682,0.426107,30.1531
2.52179,0.413024,29.4953
2.44131,0.408117,28.8394
2.36598,0.410828,28.1892
2.29639,0.420541,27.5479
2.23308,0.436593,26.9175
2.17651,0.458286,26.2998
2.12707,0.484892,25.6958
2.08505,0.515673,25.1065
2.05063,0.549893,24.5325
2.02386,0.586848,23.9743
2.00468,0.625885,23.4322
1.99294,0.666427,22.9067
1.98837,0.70799,22.3981
1.99066,0.750192,21.9067
1.99946,0.792753,21.433
2.01441,0.83549,20.9774
2.03515,0.878303,20.5406
2.06133,0.921165,20.1231
2.09265,0.964099,19.7259
2.12882,1.00717,19.3498
2.16962,1.05046,18.996
2.21482,1.09409,18.6657
2.26424,1.13814,18.3605
2.31772,1.18272,18.082
2.37512,1.22792,17.8324
2.4363,1.27379,17.614
2.50115,1.3204,17.4294
2.56952,1.36774,17.2816
2.64128,1.41579,17.1741
2.71626,1.46449,17.1107
2.79427,1.51373,17.0957
2.87509,1.56334,17.1339
2.95842,1.6131,17.2305
3.04394,1.66272,17.3909
3.13124,1.71181,17.621
3.21982,1.75993,17.927
3.3091,1.80651,18.3147
3.39839,1.85092,18.79
3.48688,1.89238,19.358
3.57366,1.93004,20.0226
3.65768,1.96293,20.7863
3.73778,1.98999,21.6493
3.81271,2.01007,22.6087
3.88113,2.022,23.6584
3.94164,2.02459,24.7877
3.99289,2.01671,25.9815
4.03354,1.99735,27.2198
4.06239,1.96569,28.4782
4.07845,1.92116,29.7281
4.08098,1.86357,30.9385
4.06956,1.79315,32.0773
4.04415,1.71056,33.1133
4.00506,1.61696,34.0186
3.95299,1.51399,34.7702
3.88895,1.40367,35.352
3.8142,1.28833,35.7553
3.73016,1.17051,35.9794
3.63834,1.05278,36.0305
3.54023,0.937644,35.9211
3.43725,0.827368,35.6683
3.33072,0.723913,35.2918
3.22182,0.628856,34.8125
3.11161,0.543365,34.251
3.00103,0.468212,33.6267
2.89094,0.403802,32.9568
2.78212,0.350233,32.2562
2.67529,0.307355,31.5371
2.57117,0.274832,30.8094
2.47042,0.252199,30.0809
2.37371,0.238903,29.3573
2.28167,0.234339,28.6429
2.19494,0.237867,27.9406
2.11412,0.248823,27.2527
2.03981,0.266518,26.5803
1.97255,0.290235,25.9242
1.91282,0.319225,25.2849
1.86102,0.352704,24.6626
1.81745,0.389866,24.0572
1.78226,0.429902,23.4688
1.75543,0.472029,22.8972
1.73682,0.515533,22.3423
1.72615,0.559796,21.8041
1.72302,0.604327,21.2825
1.72699,0.648769,20.7775
1.73758,0.692898,20.2892
1.75433,0.736609,19.8178
1.77679,0.779895,19.3634
1.80457,0.822827,18.9264
1.83733,0.865528,18.5073
1.8748,0.908156,18.1067
1.91673,0.950891,17.7251
1.96294,0.993917,17.3636
2.01328,1.03742,17.0231
2.06765,1.08157,16.7048
2.12597,1.12652,16.4105
2.18816,1.17242,16.1417
2.25418,1.21939,15.9006
2.32399,1.26751,15.6897
2.39754,1.31684,15.5119
2.47479,1.36742,15.3706
2.55566,1.41923,15.2695
2.64006,1.47222,15.2131
2.72787,1.52629,15.2066
2.81891,1.58126,15.2554
2.91295,1.63692,15.3661
3.00969,1.69294,15.5457
3.10874,1.74893,15.8017
3.20962,1.80439,16.1423
3.31171,1.85869,16.5758
3.41427,1.91109,17.1107
3.51642,1.96069,17.7551
3.61709,2.00645,18.5158
3.71508,2.04719,19.3984
3.80898,2.08155,20.4054
3.89726,2.10808,21.5362
3.97822,2.1252,22.7851
4.05011,2.13132,24.1409
4.11111,2.12483,25.5858
4.15948,2.10427,27.0948
4.19361,2.0684,28.636
4.21215,2.01632,30.1714
4.21411,1.94758,31.6585
4.19893,1.86234,33.053
4.16661,1.76139,34.3119
4.11764,1.64621,35.397
4.05307,1.51895,36.2779
3.97434,1.38235,36.9345
3.88326,1.23957,37.3584
3.78176,1.09402,37.5525
3.67184,0.949143,37.5303
3.55539,0.808185,37.3131
3.4341,0.674013,36.9276
3.30945,0.548978,36.4033
3.18268,0.434833,35.7698
3.05482,0.332725,35.0547
2.92676,0.243239,34.2827
2.79924,0.166475,33.4748
2.67295,0.102161,32.648
2.54852,0.0497496,31.8153
2.42651,0.0085233,30.9869
2.3075,-0.0223267,30.1695
2.19199,-0.0436354,29.3681
2.08049,-0.0562179,28.5856
1.97346,-0.0608392,27.8237
1.87137,-0.0581972,27.0831
1.77464,-0.0489179,26.364
1.68372,-0.0335598,25.6659
1.59904,-0.0126279,24.9885
1.52108,0.0134034,24.3309
1.45029,0.0440596,23.6925
1.38714,0.0788293,23.0724
1.33209,0.11713,22.4701
1.2855,0.158284,21.8848
1.24762,0.20152,21.316
1.2185,0.246009,20.763
1.19795,0.290933,20.2255
1.18559,0.335563,19.703
1.18086,0.37933,19.1952
1.18308,0.421862,18.7016
1.19158,0.462981,18.2221
1.20569,0.502678,17.7563
1.22486,0.541073,17.3041
1.24858,0.578371,16.8654
1.27647,0.614827,16.44
1.30823,0.650724,16.0279
1.34363,0.686346,15.629
1.3825,0.721974,15.2436
1.42476,0.757873,14.8716
1.47033,0.794293,14.5134
1.51921,0.831466,14.1692
1.5714,0.869602,13.8395
1.62694,0.908896,13.5249
1.6859,0.949528,13.2262
1.74835,0.991658,12.9442
1.81437,1.03543,12.68
1.88408,1.08099,12.4352
1.95756,1.12844,12.2114
2.03493,1.17788,12.0108
2.11628,1.2294,11.8358
2.20172,1.28307,11.6894
2.29133,1.33891,11.5754
2.38517,1.39694,11.4979
2.48327,1.45713,11.4622
2.58564,1.51941,11.474
2.69222,1.58364,11.5405
2.8029,1.64963,11.6698
2.91747,1.71709,11.8712
3.03565,1.78564,12.1552
3.157,1.85476,12.5338
3.28095,1.92378,13.0199
3.40676,1.99187,13.6276
3.53344,2.05797,14.3713
3.65979,2.12081,15.2654
3.78435,2.17884,16.3232
3.90533,2.23026,17.5555
4.02068,2.27298,18.9689
4.12805,2.30467,20.5636
4.22489,2.32281,22.3313
4.30843,2.32475,24.253
4.37593,2.30791,26.2966
4.42475,2.26987,28.4169
4.45257,2.20869,30.5552
4.45764,2.12308,32.6427
4.43896,2.01266,34.6048
4.39642,1.87818,36.3673
4.33093,1.72159,37.8641
4.24432,1.54607,39.0441
4.13923,1.35589,39.8761
4.01878,1.15616,40.3519
3.88633,0.952412,40.4851
3.74504,0.750174,40.3078
3.59771,0.554529,39.8648
3.44654,0.369715,39.2078
3.29318,0.19886,38.3894
3.13881,0.043883,37.4588
2.98428,-0.0944602,36.4588
2.83023,-0.216406,35.4243
2.67726,-0.322954,34.3821
2.52597,-0.415624,33.3517
2.37701,-0.496247,32.3461
2.23104,-0.566793,31.3735
2.08882,-0.629253,30.4382
1.95112,-0.685545,29.5418
1.81879,-0.737455,28.6838
1.69273,-0.786578,27.863
1.57388,-0.834267,27.0774
1.46323,-0.881569,26.3246
1.36174,-0.929182,25.6023
1.27026,-0.977434,24.9083
1.18938,-1.02631,24.2405
1.11943,-1.07556,23.5972
1.06034,-1.12479,22.9769
1.01176,-1.17366,22.3781
0.97306,-1.2219,21.7999
0.943488,-1.26941,21.2412
0.922227,-1.31624,20.7013
0.908468,-1.36257,20.1798
0.901453,-1.40866,19.676
0.900492,-1.45483,19.1898
0.904972,-1.50142,18.7209
0.914359,-1.5488,18.2694
0.928189,-1.5973,17.8351
0.946065,-1.64724,17.4185
0.967651,-1.69894,17.0196
0.992663,-1.75267,16.6392
1.02086,-1.80869,16.2777
1.05205,-1.86722,15.936
1.08606,-1.92848,15.6151
1.12277,-1.99266,15.3164
1.16205,-2.05992,15.0413
1.2038,-2.13041,14.7919
1.24795,-2.20425,14.5702
1.2944,-2.28156,14.379
1.34306,-2.36241,14.2214
1.39384,-2.44685,14.1012
1.44661,-2.5349,14.0227
1.50122,-2.62654,13.9907
1.55749,-2.72168,14.0111
1.61518,-2.8202,14.0905
1.67397,-2.92189,14.2361
1.73349,-3.02646,14.4562
1.79325,-3.13351,14.7597
1.85266,-3.24251,15.1565
1.91098,-3.35281,15.6564
1.96735,-3.46359,16.2699
2.02071,-3.57384,17.0067
2.06983,-3.68236,17.8755
2.11332,-3.78775,18.883
2.14957,-3.88839,20.0327
2.17684,-3.98248,21.3235
2.19327,-4.06806,22.7486
2.19692,-4.14305,24.2936
2.18592,-4.20537,25.936
2.15853,-4.25299,27.6442
2.11331,-4.28413,29.3781
2.04929,-4.2973,31.09
1.96608,-4.29154,32.7278
1.86404,-4.26643,34.2382
1.74436,-4.22224,35.5711
1.60906,-4.15987,36.6842
1.46096,-4.08086,37.5464
1.30353,-3.98718,38.141
1.14068,-3.8811,38.4658
0.976508,-3.765,38.5325
0.814983,-3.64115,38.3644
0.659706,-3.5116,37.9926
0.513681,-3.37808,37.4526
0.379187,-3.242,36.7808
0.257726,-3.1045,36.0117
0.150058,-2.96648,35.176
0.0563039,-2.82867,34.2998
-0.0239247,-2.69173,33.4038
-0.0913844,-2.55623,32.5042
-0.147068,-2.42272,31.6125
-0.192095,-2.29169,30.737
-0.227627,-2.16361,29.8827
-0.25481,-2.03889,29.0527
-0.274732,-1.9179,28.2484
-0.288402,-1.80095,27.4702
-0.296738,-1.68829,26.7175
-0.300563,-1.58013,25.9895
-0.300608,-1.47662,25.2853
-0.297515,-1.37783,24.6035
-0.291845,-1.28383,23.943
-0.284082,-1.19462,23.3027
-0.274643,-1.11017,22.6816
-0.263883,-1.03042,22.0786
-0.252101,-0.955282,21.493
-0.239546,-0.884644,20.9239
-0.226421,-0.81838,20.3707
-0.212889,-0.756349,19.8327
-0.199076,-0.698401,19.3094
-0.18507,-0.644379,18.8002
-0.170931,-0.594124,18.3047
-0.156685,-0.547479,17.8225
-0.142332,-0.504291,17.3531
-0.12784,-0.464418,16.8962
-0.113154,-0.427736,16.4514
-0.098188,-0.394143,16.0184
-0.0828379,-0.363573,15.5968
-0.0669826,-0.336009,15.1863
-0.0505037,-0.311502,14.7866
-0.0333166,-0.29018,14.3975
-0.0154233,-0.272254,14.0186
0.00302253,-0.257977,13.6497
0.0216731,-0.247544,13.2906
0.0400268,-0.240963,12.9408
0.05757,-0.237978,12.6003
0.0739373,-0.238115,12.2688
0.0889847,-0.240825,11.946
0.102758,-0.245599,11.6316
0.11542,-0.252034,11.3256
0.127178,-0.259834,11.0276
0.13825,-0.268796,10.7374
0.148837,-0.278787,10.4549
0.159118,-0.289721,10.1799
0.16925,-0.30155,9.91205
0.179365,-0.314252,9.65129
0.18958,-0.327821,9.3974
0.199995,-0.342267,9.15021
0.210695,-0.357609,8.90955
0.221758,-0.373877,8.67524
0.233254,-0.391107,8.44712
0.245245,-0.409339,8.22503
0.257792,-0.428622,8.00883
0.270951,-0.449008,7.79836
0.284776,-0.470554,7.59349
0.299322,-0.493323,7.39409
0.314641,-0.51738,7.20001
0.330789,-0.542798,7.01114
0.347821,-0.569652,6.82737
0.365794,-0.598023,6.6486
0.384767,-0.627999,6.47471
0.404803,-0.65967,6.30563
0.425965,-0.693134,6.14129
0.448322,-0.728494,5.98161
0.471945,-0.765858,5.82656
0.496907,-0.805343,5.67612
0.523289,-0.847071,5.53027
0.551173,-0.891171,5.38905
0.580646,-0.93778,5.25251
0.611801,-0.987043,5.12077
0.644733,-1.03911,4.99396
0.679546,-1.09415,4.8723
0.716345,-1.15232,4.75608
0.755242,-1.21381,4.64569
0.796354,-1.2788,4.54161
0.839802,-1.34749,4.44449
0.885712,-1.42009,4.35514
0.934213,-1.4968,4.27459
0.985437,-1.57785,4.20414
1.03952,-1.66346,4.14542
1.09659,-1.75388,4.10046
1.15678,-1.84932,4.07181
1.22021,-1.95004,4.06261
1.28699,-2.05625,4.0768
1.35722,-2.16817,4.11921
1.43097,-2.28601,4.19583
1.50825,-2.40992,4.314
1.58905,-2.54004,4.4827
1.67327,-2.67641,4.7129
1.76072,-2.81902,5.01781
1.85108,-2.9677,5.41331
1.94387,-3.12215,5.91825
2.03838,-3.28185,6.55466
2.13365,-3.44604,7.34789
2.22838,-3.61361,8.32638
2.32085,-3.78303,9.52098
2.40884,-3.95231,10.9636
2.48958,-4.11889,12.6849
2.55965,-4.27955,14.7109
2.615,-4.43046,17.0576
2.65094,-4.56712,19.7254
2.66229,-4.68456,22.6917
2.64365,-4.77755,25.904
2.58976,-4.84098,29.2757
2.49606,-4.87039,32.6856
2.35931,-4.86258,35.9841
2.17827,-4.8162,39.0072
1.95424,-4.73226,41.597
1.69142,-4.61427,43.6238
1.39688,-4.46803,45.0065
1.08025,-4.30096,45.723
0.752921,-4.12097,45.81
0.426941,-3.93525,45.3513
0.113571,-3.74912,44.4603
-0.178152,-3.56561,43.2601
-0.442466,-3.38575,41.8674
-0.677148,-3.20945,40.3816
-0.882978,-3.03642,38.8801
-1.06275,-2.86684,37.4176
-1.22024,-2.70148,36.0293
-1.35938,-2.54168,34.7343
-1.48375,-2.38906,33.5404
