X,Y,Z
4.45862,1.60518,41.975
4.3264,1.35112,43.0677
4.1759,1.08155,43.6313
4.01282,0.805244,43.6958
3.84236,0.531121,43.3234
3.66859,0.267322,42.597
3.49425,0.0203586,41.6069
3.32082,-0.205458,40.4403
3.14902,-0.40816,39.1734
2.97922,-0.587868,37.8677
2.81188,-0.746256,36.5689
2.64774,-0.885948,35.3087
2.48787,-1.00997,34.1064
2.3336,-1.12132,32.9723
2.18646,-1.22269,31.9098
2.04796,-1.31628,30.9182
1.91952,-1.40374,29.994
1.80229,-1.48619,29.132
1.69707,-1.56431,28.327
1.60423,-1.63845,27.5735
1.52377,-1.70882,26.8665
1.45531,-1.7756,26.2016
1.39827,-1.83902,25.5749
1.35189,-1.89935,24.9834
1.31535,-1.957,24.4246
1.28779,-2.01239,23.8964
1.26842,-2.06603,23.3976
1.25644,-2.11842,22.9271
1.25113,-2.17004,22.4844
1.25183,-2.22139,22.0693
1.25792,-2.27289,21.682
1.26886,-2.32495,21.323
1.28413,-2.37791,20.993
1.30326,-2.43208,20.693
1.32582,-2.48768,20.4244
1.35142,-2.54493,20.1888
1.37969,-2.60394,19.9881
1.41025,-2.66482,19.8244
1.44278,-2.7276,19.7002
1.47692,-2.79224,19.6181
1.51233,-2.85869,19.5812
1.54865,-2.9268,19.5926
1.5855,-2.99639,19.6557
1.62248,-3.06721,19.7739
1.65915,-3.13892,19.9509
1.69504,-3.21114,20.1901
1.72962,-3.28341,20.4946
1.76232,-3.35519,20.8673
1.79252,-3.42585,21.3102
1.81954,-3.49471,21.8246
1.84268,-3.56101,22.4103
1.86119,-3.6239,23.0656
1.87429,-3.68251,23.787
1.88123,-3.73592,24.5687
1.88125,-3.78321,25.4023
1.87369,-3.82346,26.2769
1.85795,-3.85581,27.1791
1.8336,-3.87949,28.0928
1.80036,-3.89386,29.0003
1.75818,-3.89841,29.8824
1.70727,-3.89285,30.7192
1.6481,-3.87709,31.4916
1.5814,-3.85127,32.1819
1.50821,-3.81574,32.7748
1.42976,-3.77105,33.2585
1.34751,-3.71794,33.6252
1.26303,-3.65728,33.8709
1.17798,-3.59003,33.9962
1.09399,-3.51723,34.0052
1.01263,-3.43989,33.9053
0.935309,-3.35906,33.7063
0.863281,-3.27573,33.4197
0.797562,-3.19082,33.0576
0.738944,-3.10525,32.6323
0.687987,-3.01983,32.1559
0.645034,-2.93538,31.6394
0.610229,-2.85263,31.0927
0.583544,-2.7723,30.5245
0.564804,-2.69507,29.9423
0.553716,-2.62157,29.3523
0.549884,-2.55242,28.7596
0.552836,-2.48818,28.1685
0.562034,-2.42936,27.5821
0.576894,-2.37641,27.0033
0.596796,-2.3297,26.434
0.621106,-2.28955,25.876
0.649185,-2.25614,25.3306
0.680417,-2.22959,24.7989
0.714217,-2.20992,24.2818
0.750058,-2.19705,23.7802
0.787475,-2.19083,23.2949
0.826081,-2.19106,22.8265
0.865565,-2.19747,22.3759
0.905694,-2.20981,21.9438
0.946302,-2.22776,21.5311
0.987286,-2.25106,21.1388
1.02859,-2.27942,20.7679
1.0702,-2.31258,20.4197
1.11211,-2.3503,20.0954
1.15437,-2.39235,19.7967
1.19699,-2.43852,19.5252
1.24001,-2.48863,19.283
1.28345,-2.54247,19.0723
1.3273,-2.59986,18.8954
1.37155,-2.66062,18.7553
1.41614,-2.72455,18.6549
1.46098,-2.79143,18.5977
1.50596,-2.86102,18.5873
1.55089,-2.93305,18.6276
1.59554,-3.0072,18.7229
1.63963,-3.0831,18.8775
1.68281,-3.16034,19.096
1.72464,-3.23841,19.3828
1.76464,-3.31675,19.742
1.80223,-3.39471,20.1775
1.83675,-3.47155,20.6921
1.86748,-3.54645,21.2876
1.89362,-3.61851,21.9646
1.91431,-3.68674,22.7212
1.92867,-3.7501,23.5535
1.93579,-3.80749,24.4547
1.93481,-3.85782,25.4146
1.92491,-3.90002,26.42
1.90541,-3.93308,27.4542
1.87579,-3.9561,28.4976
1.83575,-3.96836,29.5279
1.78529,-3.96931,30.5216
1.72468,-3.9587,31.4547
1.65458,-3.9365,32.3041
1.57596,-3.90297,33.0494
1.49013,-3.85864,33.6734
1.39868,-3.80428,34.1639
1.30342,-3.74085,34.5138
1.20631,-3.66942,34.7215
1.1093,-3.59119,34.7903
1.01435,-3.50734,34.7282
0.923228,-3.41907,34.5466
0.83752,-3.3275,34.259
0.75854,-3.23369,33.8806
0.687321,-3.13865,33.4266
0.624605,-3.04327,32.9119
0.570857,-2.94841,32.3502
0.526297,-2.85487,31.7537
0.490932,-2.7634,31.1331
0.464594,-2.67472,30.4973
0.446977,-2.58953,29.8537
0.437662,-2.50847,29.2081
0.436148,-2.4322,28.5652
0.441864,-2.36129,27.9286
0.454185,-2.2963,27.301
0.472445,-2.23772,26.6845
0.495942,-2.18598,26.0806
0.523958,-2.1414,25.4904
0.55577,-2.10421,24.9148
0.590674,-2.07451,24.3545
0.628009,-2.05232,23.8099
0.667175,-2.03751,23.2816
0.707654,-2.0299,22.7699
0.749023,-2.0292,22.2753
0.790957,-2.0351,21.7983
0.833226,-2.04726,21.3393
0.875687,-2.06532,20.899
0.918271,-2.08895,20.478
0.960967,-2.11783,20.0772
1.00381,-2.15168,19.6975
1.04686,-2.19023,19.34
1.09021,-2.23327,19.006
1.13394,-2.2806,18.6969
1.17814,-2.33203,18.4144
1.22289,-2.38742,18.1606
1.26826,-2.44661,17.9377
1.31428,-2.50947,17.7482
1.36096,-2.57586,17.595
1.40829,-2.64561,17.4816
1.45619,-2.71857,17.4115
1.50458,-2.79453,17.389
1.55328,-2.87326,17.4184
1.60209,-2.95448,17.5047
1.65071,-3.03787,17.6533
1.6988,-3.12301,17.8697
1.74591,-3.20943,18.1595
1.79153,-3.29657,18.5285
1.83501,-3.38375,18.9821
1.87566,-3.4702,19.5251
1.91264,-3.55504,20.1611
1.94502,-3.63726,20.8926
1.97182,-3.71577,21.7197
1.99193,-3.78936,22.6399
2.00426,-3.85675,23.6471
2.00766,-3.91661,24.7318
2.00106,-3.96763,25.8797
1.98349,-4.00854,27.0723
1.95416,-4.03817,28.2866
1.91253,-4.05555,29.4961
1.85836,-4.05994,30.6715
1.79183,-4.0509,31.7824
1.71355,-4.02832,32.7991
1.62456,-3.99247,33.6945
1.52636,-3.94395,34.4462
1.42082,-3.88365,35.0375
1.31013,-3.81276,35.459
1.19668,-3.73259,35.7085
1.08293,-3.64458,35.7906
0.97128,-3.55017,35.7159
0.863937,-3.45074,35.4997
0.762841,-3.34759,35.16
0.669581,-3.24191,34.7164
0.585367,-3.13476,34.1885
0.511029,-3.02709,33.5951
0.447048,-2.91979,32.9529
0.393597,-2.81365,32.2768
0.350601,-2.70941,31.579
0.317788,-2.6078,30.8698
0.29475,-2.5095,30.1571
0.280976,-2.41518,29.447
0.275888,-2.32549,28.7441
0.278866,-2.24106,28.0517
0.28925,-2.16252,27.3722
0.306352,-2.09043,26.7072
0.329451,-2.02533,26.0576
0.357793,-1.9677,25.4242
0.390593,-1.9179,24.8072
0.427055,-1.8762,24.2068
0.466385,-1.84274,23.6231
0.507826,-1.81749,23.0562
0.550693,-1.80029,22.5059
0.594399,-1.79087,21.9724
0.638476,-1.78885,21.4556
0.682585,-1.79383,20.9557
0.726511,-1.80533,20.4728
0.770149,-1.82293,20.0072
0.813486,-1.84622,19.5592
0.85658,-1.87481,19.1292
0.89954,-1.90839,18.7178
0.942508,-1.94667,18.3257
0.985646,-1.98945,17.9537
1.02912,-2.03652,17.6028
1.07309,-2.08774,17.2742
1.11772,-2.143,16.9694
1.16315,-2.2022,16.6901
1.20949,-2.26527,16.4383
1.25684,-2.33214,16.2163
1.30527,-2.40275,16.0269
1.35481,-2.47702,15.8732
1.40546,-2.55488,15.7588
1.45718,-2.63623,15.688
1.50987,-2.72093,15.6654
1.56339,-2.8088,15.6964
1.61753,-2.89963,15.7868
1.67199,-2.99311,15.9432
1.72642,-3.08888,16.1726
1.78033,-3.18647,16.4827
1.83316,-3.28532,16.881
1.88422,-3.38472,17.3755
1.93267,-3.48384,17.9735
1.97755,-3.5817,18.6817
2.01777,-3.67716,19.5051
2.05208,-3.76894,20.4466
2.07913,-3.85558,21.5056
2.09747,-3.93552,22.6778
2.10558,-4.00711,23.9534
2.102,-4.06864,25.3169
2.08533,-4.11846,26.7462
2.05435,-4.15502,28.2129
2.00818,-4.17698,29.6828
1.94632,-4.18332,31.1172
1.86877,-4.17342,32.4752
1.77616,-4.14711,33.7163
1.6697,-4.10472,34.8034
1.55127,-4.04707,35.7059
1.42327,-3.97541,36.4022
1.28858,-3.8913,36.8808
1.15033,-3.79654,37.1408
1.01175,-3.69298,37.1912
0.875956,-3.58245,37.0494
0.745776,-3.46663,36.7383
0.6236,-3.34701,36.2844
0.511297,-3.22488,35.715
0.410179,-3.10133,35.0568
0.321026,-2.97731,34.3338
0.244144,-2.85362,33.567
0.179457,-2.73099,32.774
0.126595,-2.61009,31.9687
0.0849908,-2.49155,31.1619
0.0539581,-2.37595,30.3615
0.0327562,-2.26387,29.5731
0.0206374,-2.15586,28.8005
0.0168784,-2.05246,28.0459
0.0207971,-1.95418,27.3108
0.0317572,-1.86155,26.5957
0.0491605,-1.77509,25.9005
0.0724306,-1.69532,25.2252
0.100988,-1.62275,24.5691
0.134221,-1.55789,23.9318
0.171461,-1.5012,23.3127
0.211968,-1.45304,22.7112
0.254937,-1.41365,22.1267
0.29953,-1.38308,21.5588
0.344936,-1.36119,21.007
0.390433,-1.34764,20.4709
0.435444,-1.34191,19.9501
0.479571,-1.34341,19.4444
0.522592,-1.35152,18.9536
0.564447,-1.36561,18.4774
0.605202,-1.38513,18.0158
0.645013,-1.40961,17.5686
0.684098,-1.43864,17.1359
0.722704,-1.4719,16.7178
0.761097,-1.50917,16.3143
0.799538,-1.55025,15.9258
0.838283,-1.59502,15.5525
0.877575,-1.64341,15.195
0.917637,-1.69538,14.8537
0.958678,-1.75093,14.5295
1.00089,-1.81007,14.2233
1.04443,-1.87285,13.9362
1.08946,-1.93931,13.6697
1.13612,-2.00952,13.4253
1.1845,-2.08355,13.2053
1.23471,-2.16147,13.012
1.28681,-2.24333,12.8484
1.34084,-2.3292,12.7179
1.39681,-2.4191,12.6247
1.45467,-2.51304,12.5736
1.51437,-2.61099,12.5702
1.57575,-2.71287,12.621
1.63863,-2.81854,12.7336
1.70272,-2.9278,12.9165
1.76763,-3.04032,13.1793
1.83288,-3.15568,13.5327
1.89781,-3.27332,13.9883
1.96164,-3.3925,14.5583
2.02338,-3.5123,15.2553
2.08184,-3.63158,16.0916
2.13561,-3.74898,17.0781
2.18305,-3.86287,18.2236
2.22227,-3.97136,19.5328
2.25121,-4.07235,21.0048
2.26763,-4.16352,22.6313
2.26923,-4.24243,24.3948
2.25372,-4.30663,26.2667
2.21905,-4.35378,28.2074
2.16354,-4.38183,30.1662
2.08607,-4.38916,32.0835
1.98634,-4.37483,33.895
1.86497,-4.33864,35.5361
1.72361,-4.28123,36.9486
1.56499,-4.20404,38.0856
1.39276,-4.10922,38.917
1.2113,-3.9994,39.4309
1.02544,-3.87744,39.6345
0.840039,-3.74616,39.5511
0.659681,-3.60812,39.2162
0.488297,-3.46546,38.6725
0.328947,-3.31988,37.9654
0.183695,-3.17266,37.1384
0.0536226,-3.02474,36.2307
-0.0610729,-2.87689,35.2754
-0.160903,-2.72972,34.2989
-0.246898,-2.5838,33.3213
-0.320429,-2.4397,32.3569
-0.383057,-2.29795,31.4152
-0.43642,-2.1591,30.502
-0.482158,-2.02367,29.6205
-0.521862,-1.89219,28.7716
-0.557044,-1.76516,27.9551
-0.589125,-1.6431,27.1699
-0.619412,-1.52655,26.4144
-0.649083,-1.41608,25.6869
-0.679151,-1.31234,24.9856
-0.710416,-1.21603,24.3088
-0.743417,-1.12787,23.655
-0.778384,-1.04856,23.0226
-0.815236,-0.978638,22.4106
-0.853644,-0.918424,21.8177
-0.893132,-0.867915,21.2431
-0.933214,-0.826805,20.6859
-0.9735,-0.794542,20.1454
-1.01375,-0.770418,19.6211
-1.05389,-0.753665,19.1124
-1.09397,-0.743521,18.6189
-1.13417,-0.739274,18.1402
-1.1747,-0.740285,17.6761
-1.21584,-0.745996,17.2263
-1.25787,-0.755926,16.7908
-1.30106,-0.769672,16.3693
-1.3457,-0.786894,15.9618
-1.39203,-0.807313,15.5685
-1.4403,-0.830705,15.1894
-1.49075,-0.856887,14.8247
-1.54358,-0.885721,14.4749
-1.59899,-0.9171,14.1403
-1.65718,-0.950948,13.8216
-1.71833,-0.987212,13.5195
-1.78261,-1.02586,13.2351
-1.85018,-1.06688,12.9696
-1.9212,-1.11026,12.7244
-1.99582,-1.156,12.5014
-2.07418,-1.20411,12.3027
-2.1564,-1.25459,12.1311
-2.24259,-1.30742,11.9898
-2.33284,-1.36259,11.8824
-2.42722,-1.42004,11.8136
-2.52575,-1.4797,11.7885
-2.62841,-1.54145,11.8134
-2.73514,-1.6051,11.8956
-2.8458,-1.67043,12.0433
-2.96015,-1.73708,12.266
-3.07785,-1.80463,12.5745
-3.19845,-1.87251,12.9807
-3.3213,-1.93999,13.4974
-3.44559,-2.00617,14.1385
-3.57031,-2.06995,14.9178
-3.69416,-2.12998,15.8488
-3.81561,-2.18467,16.9434
-3.93285,-2.23216,18.2105
-4.04376,-2.27035,19.6543
-4.14599,-2.29691,21.272
-4.23699,-2.30936,23.0522
-4.31408,-2.30514,24.9719
-4.37461,-2.28181,26.996
-4.41613,-2.23719,29.0762
-4.43655,-2.1696,31.1527
-4.4344,-2.07809,33.1568
-4.40895,-1.96264,35.0166
-4.36042,-1.82437,36.6624
-4.28994,-1.66554,38.0346
-4.1995,-1.48958,39.0894
-4.09181,-1.30087,39.8032
-3.96994,-1.10451,40.1739
-3.83708,-0.905856,40.2199
-3.69622,-0.710159,39.9754
-3.5499,-0.522117,39.4856
-3.40013,-0.345544,38.8006
-3.24841,-0.183164,37.9701
-3.09581,-0.0365545,37.0401
-2.94314,0.0937793,36.0499
-2.79103,0.208223,35.0312
-2.64008,0.307832,34.0084
-2.49086,0.394116,32.9987
-2.34399,0.468842,32.014
-2.20012,0.533894,31.0612
-2.05992,0.591163,30.1441
-1.92409,0.642477,29.2639
-1.79339,0.68955,28.4204
-1.66861,0.733935,27.612
-1.5506,0.776983,26.837
-1.44025,0.819786,26.0932
-1.33849,0.863126,25.3785
-1.24617,0.907436,24.6907
-1.16398,0.952799,24.028
-1.09234,0.999011,23.3888
-1.03137,1.04569,22.7717
-0.980807,1.09243,22.1753
-0.940145,1.13886,21.5986
-0.908678,1.1848,21.0408
-0.885611,1.2302,20.5011
-0.870136,1.27516,19.979
-0.861482,1.31988,19.474
-0.85894,1.36463,18.9858
-0.861882,1.40975,18.5141
-0.869756,1.45556,18.0588
-0.882086,1.50239,17.6199
-0.898465,1.55056,17.1975
-0.918551,1.60037,16.7918
-0.942054,1.65211,16.4031
-0.968736,1.70603,16.0318
-0.998402,1.76237,15.6786
-1.03089,1.82134,15.3444
-1.06608,1.88315,15.03
-1.10385,1.94797,14.7367
-1.14414,2.01597,14.4662
-1.18686,2.0873,14.2201
-1.23195,2.16209,14.0007
-1.27937,2.24044,13.8107
-1.32903,2.32244,13.6531
-1.38087,2.40817,13.5317
-1.43478,2.49764,13.4507
-1.49064,2.59086,13.4152
-1.54829,2.68777,13.431
-1.6075,2.78825,13.5048
-1.668,2.89212,13.644
-1.72941,2.99912,13.8572
-1.79129,3.10887,14.1538
-1.85305,3.22087,14.544
-1.91397,3.33449,15.0387
-1.97318,3.44892,15.649
-2.02964,3.56315,16.3858
-2.0821,3.676,17.2592
-2.12912,3.78603,18.2774
-2.16905,3.89159,19.4456
-2.20007,3.99082,20.7645
-2.22019,4.08167,22.2288
-2.22735,4.16193,23.8255
-2.2195,4.22939,25.5325
-2.19468,4.28184,27.3183
-2.15126,4.31729,29.1413
-2.08804,4.33409,30.9514
-2.00442,4.33108,32.6927
-1.90061,4.30773,34.3072
-1.7777,4.26421,35.7396
-1.6377,4.20143,36.9424
-1.48351,4.12097,37.8801
-1.31878,4.02493,38.5328
-1.14767,3.91577,38.8969
-0.974589,3.79606,38.9842
-0.803839,3.66826,38.8197
-0.639343,3.53457,38.4371
-0.484379,3.39683,37.8753
-0.34142,3.25652,37.1741
-0.212076,3.11479,36.3711
-0.0971318,2.97253,35.4998
0.00334585,2.83046,34.5881
0.0898555,2.68923,33.6586
0.163302,2.54939,32.728
0.224852,2.41147,31.8086
0.275807,2.27597,30.9087
0.317522,2.14338,30.0333
0.351336,2.0141,29.1852
0.378536,1.88852,28.3656
0.400338,1.76697,27.5743
0.417878,1.64974,26.8108
0.432213,1.53707,26.0738
0.444329,1.42916,25.3619
0.455144,1.3262,24.6738
0.465518,1.22837,24.008
0.476252,1.13587,23.3634
0.488081,1.04895,22.7386
0.501653,0.967913,22.1327
0.517492,0.893135,21.5446
0.535946,0.825063,20.9736
0.557141,0.76416,20.4188
0.580953,0.710828,19.8797
0.607034,0.66531,19.3556
0.634892,0.62761,18.846
0.664007,0.597474,18.3505
0.693935,0.574431,17.8685
0.724368,0.557869,17.3998
0.75515,0.547126,16.9439
0.786256,0.541547,16.5005
0.817759,0.540531,16.0693
0.849798,0.543545,15.65
0.882548,0.550134,15.2424
0.916205,0.559916,14.8463
0.950967,0.572576,14.4614
0.987032,0.587858,14.0875
1.02459,0.605559,13.7246
1.06382,0.625523,13.3724
1.10491,0.647633,13.0311
1.14801,0.671803,12.7004
1.1933,0.69798,12.3805
1.24094,0.726135,12.0714
1.29108,0.75626,11.7732
1.34388,0.788366,11.4863
1.39951,0.822481,11.2109
1.45811,0.858644,10.9476
1.51986,0.896907,10.6969
1.58491,0.937331,10.4595
1.65344,0.979983,10.2364
1.72561,1.02493,10.0289
1.80159,1.07226,9.83845
1.88155,1.12203,9.66685
1.96566,1.17432,9.51636
2.05406,1.22918,9.38974
2.14692,1.28668,9.29031
2.24437,1.34684,9.2221
2.34651,1.40966,9.18995
2.45344,1.47513,9.19968
2.56518,1.54317,9.2582
2.68173,1.61364,9.37371
2.80299,1.68634,9.55586
2.92878,1.76097,9.81591
3.05881,1.83711,10.1668
3.19262,1.91417,10.6233
3.32958,1.99139,11.202
3.46883,2.06781,11.9206
3.60925,2.14217,12.7982
3.74942,2.21294,13.8538
3.88756,2.27822,15.1054
4.02151,2.33578,16.5677
4.14872,2.383,18.2503
4.26629,2.41693,20.1538
4.37098,2.43431,22.2671
4.45937,2.43178,24.5639
4.52803,2.406,26.9999
4.57374,2.35393,29.5119
4.59379,2.27318,32.019
4.58634,2.16231,34.4278
4.55063,2.0212,36.6394
4.48722,1.85127,38.5601
4.39802,1.6556,40.1123
4.28616,1.43891,41.2435
4.15566,1.20721,41.9322
4.01094,0.967436,42.1885
3.8563,0.726799,42.0504
3.69549,0.492135,41.5755
3.53138,0.269271,40.8326
3.36593,0.0625529,39.8925
3.20037,-0.125393,38.821
3.03547,-0.293623,37.6749
2.87178,-0.442618,36.4994
2.70991,-0.573916,35.3284
2.5506,-0.68971,34.1851
2.39478,-0.79251,33.0846
2.24355,-0.884866,32.0347
2.09816,-0.969164,31.039
1.95994,-1.04748,30.0972
1.83024,-1.12148,29.2075
1.71032,-1.19237,28.3665
1.60125,-1.2609,27.5707
1.50378,-1.3274,26.8162
1.41831,-1.39194,26.0995
1.34484,-1.45446,25.4174
1.28303,-1.51486,24.7671
1.23229,-1.57313,24.1462
1.19187,-1.62939,23.5528
1.16094,-1.68386,22.9855
1.13866,-1.73686,22.4429
1.12423,-1.7888,21.9244
1.1169,-1.8401,21.4292
1.11596,-1.89122,20.9572
1.12081,-1.94259,20.5083
1.13087,-1.99463,20.0828
1.14566,-2.04772,19.681
1.16472,-2.10221,19.3037
1.18766,-2.15841,18.9518
1.21413,-2.21658,18.6265
1.24381,-2.27696,18.3292
1.27642,-2.33972,18.0616
1.31169,-2.40502,17.8259
1.34936,-2.47295,17.6245
1.38921,-2.54358,17.4602
1.43098,-2.61693,17.3361
1.47443,-2.69296,17.256
1.51929,-2.77161,17.2238
1.56526,-2.85273,17.2441
1.61201,-2.93614,17.3218
1.65916,-3.02155,17.4622
1.70628,-3.10864,17.6711
1.75284,-3.19696,17.9544
1.79828,-3.28598,18.3178
1.84191,-3.37507,18.7671
1.88297,-3.46347,19.3074
1.92058,-3.55031,19.9428
1.9538,-3.6346,20.6762
1.98156,-3.71522,21.508
2.00274,-3.79096,22.4362
2.01617,-3.86052,23.4553
2.02066,-3.92255,24.5559
2.01508,-3.97567,25.7239
1.99839,-4.01858,26.9408
1.96972,-4.05006,28.1833
1.92847,-4.06907,29.4242
1.87434,-4.07484,30.6333
1.80746,-4.06686,31.7792
1.72839,-4.045,32.8308
1.63815,-4.0095,33.7597
1.53826,-3.96095,34.5419
1.4306,-3.90028,35.1598
1.31744,-3.82867,35.6029
1.20122,-3.74749,35.8686
1.08448,-3.65822,35.9615
0.969715,-3.56234,35.8923
0.859232,-3.46127,35.6767
0.755047,-3.35637,35.3335
0.658815,-3.24882,34.8832
0.571798,-3.13972,34.3463
0.494858,-3.03003,33.7421
0.42849,-2.92062,33.0882
0.372871,-2.81231,32.3999
0.327916,-2.70583,31.69
0.293342,-2.60189,30.9688
0.268721,-2.50118,30.2447
0.253529,-2.40436,29.5238
0.247177,-2.31209,28.8108
0.249037,-2.22499,28.109
0.258451,-2.14367,27.4206
0.274735,-2.06874,26.7473
0.297176,-2.00075,26.0899
0.325029,-1.94018,25.4491
0.357514,-1.88745,24.825
0.393832,-1.84287,24.2178
0.433173,-1.80661,23.6275
0.474755,-1.77868,23.0539
0.517857,-1.75896,22.4971
0.561849,-1.74719,21.957
0.606223,-1.74301,21.4336
0.650601,-1.74597,20.9268
0.694739,-1.75562,20.4368
0.73851,-1.77149,19.9637
0.781891,-1.79315,19.5078
0.824934,-1.8202,19.0695
0.86775,-1.85229,18.6491
0.910488,-1.88914,18.2473
0.953319,-1.9305,17.8647
0.996421,-1.97618,17.5022
1.03997,-2.02602,17.161
1.08415,-2.07992,16.8422
1.1291,-2.13777,16.5475
1.17496,-2.19952,16.2785
1.22185,-2.2651,16.0375
1.26987,-2.33446,15.8268
1.31906,-2.40755,15.6494
1.36946,-2.48432,15.5086
1.42105,-2.5647,15.4083
1.47377,-2.64858,15.3529
1.52753,-2.73583,15.3475
1.58215,-2.82627,15.3975
1.6374,-2.91966,15.5094
1.69296,-3.0157,15.6902
1.74844,-3.114,15.9472
1.80333,-3.21406,16.2885
1.85702,-3.31526,16.7222
1.90874,-3.41688,17.2567
1.95762,-3.518,17.8996
2.00262,-3.6176,18.6578
2.04256,-3.71445,19.5361
2.07611,-3.80717,20.5371
2.10184,-3.89423,21.6596
2.11819,-3.97398,22.8978
2.1236,-4.04467,24.2403
2.11652,-4.10453,25.6691
2.09551,-4.15185,27.1594
2.05937,-4.18506,28.6797
2.00726,-4.20285,30.1925
1.93877,-4.20426,31.6562
1.85407,-4.18877,33.0273
1.75397,-4.15638,34.264
1.63997,-4.1076,35.3291
1.51418,-4.04344,36.1931
1.37931,-3.96535,36.8367
1.23846,-3.87508,37.2516
1.09498,-3.77454,37.4409
0.952237,-3.66567,37.4177
0.813412,-3.55034,37.2028
0.681313,-3.43021,36.8225
0.558242,-3.30675,36.3052
0.445925,-3.18117,35.68
0.345494,-3.05452,34.9738
0.257537,-2.92768,34.211
0.182171,-2.8014,33.412
0.119145,-2.67638,32.5935
0.0679417,-2.55325,31.7686
0.027875,-2.4326,30.9471
-0.00183354,-2.31498,30.1361
-0.0219904,-2.20094,29.3402
-0.0333857,-2.09099,28.5627
-0.0367644,-1.98561,27.8051
-0.0328108,-1.88529,27.0684
-0.0221448,-1.79048,26.3526
-0.00532943,-1.70165,25.6577
0.0171133,-1.61928,24.983
0.0446768,-1.54386,24.3279
0.0768383,-1.47586,23.6918
0.113024,-1.41576,23.074
0.152583,-1.36398,22.4738
0.194772,-1.32084,21.8905
0.23878,-1.2865,21.3236
0.28377,-1.2609,20.7727
0.328959,-1.24377,20.2372
0.373685,-1.23466,19.7168
0.417462,-1.23296,19.2111
0.459999,-1.23801,18.7198
0.501186,-1.24915,18.2427
0.541061,-1.26576,17.7796
0.579772,-1.28732,17.3303
0.617538,-1.31337,16.8947
0.65462,-1.34357,16.4729
0.691295,-1.37765,16.0646
0.727842,-1.4154,15.6702
0.764532,-1.45668,15.2897
0.801622,-1.50142,14.9233
0.839351,-1.54956,14.5715
0.877941,-1.6011,14.2346
0.917596,-1.65606,13.9133
0.958501,-1.71448,13.6084
1.00082,-1.77642,13.3207
1.04472,-1.84196,13.0516
1.09032,-1.91119,12.8023
1.13775,-1.98419,12.5748
1.18711,-2.06107,12.3711
1.23847,-2.14191,12.1938
1.29191,-2.2268,12.0459
1.34745,-2.31581,11.9312
1.4051,-2.40898,11.8539
1.46482,-2.50635,11.8192
1.52653,-2.6079,11.8331
1.59009,-2.71355,11.9026
1.65528,-2.82318,12.0357
1.72182,-2.93656,12.2417
1.7893,-3.05339,12.531
1.85719,-3.17321,12.9152
1.92481,-3.29543,13.4071
1.99131,-3.41929,14.0201
2.05564,-3.54379,14.7683
2.1165,-3.66772,15.665
2.17236,-3.78959,16.7226
2.22144,-3.90765,17.9507
2.26168,-4.01986,19.3546
2.2908,-4.12391,20.9331
2.30636,-4.2173,22.6768
2.30583,-4.29737,24.5652
2.28673,-4.36147,26.566
2.24682,-4.40709,28.6338
2.1843,-4.43207,30.7112
2.09807,-4.43477,32.7314
1.98789,-4.41434,34.6228
1.85462,-4.37075,36.3151
1.70029,-4.30494,37.7463
1.52807,-4.21874,38.8688
1.34216,-4.1147,39.6547
1.1475,-3.99583,40.0974
0.949405,-3.86531,40.2109
0.753175,-3.72618,40.0264
0.563636,-3.58108,39.5869
0.3848,-3.43213,38.9417
0.219629,-3.28093,38.1408
0.0699395,-3.12865,37.2311
-0.0635397,-2.97612,36.2532
-0.181013,-2.82402,35.2404
-0.2834,-2.67294,34.2186
-0.372119,-2.52346,33.2066
-0.448883,-2.37618,32.217
-0.51555,-2.23173,31.258
-0.574007,-2.09079,30.3339
-0.626093,-1.95403,29.4464
-0.673546,-1.82219,28.5955
-0.717956,-1.69604,27.7801
-0.760726,-1.57639,26.9983
-0.803019,-1.46415,26.248
-0.845705,-1.3602,25.5272
-0.889316,-1.26543,24.8337
-0.934029,-1.18058,24.1656
-0.97971,-1.10617,23.5213
-1.02601,-1.04239,22.8992
-1.07252,-0.989103,22.2982
-1.11884,-0.945856,21.717
-1.16473,-0.911994,21.1548
-1.21009,-0.886739,20.6108
-1.25498,-0.869283,20.0845
-1.29959,-0.85884,19.5752
-1.34415,-0.854684,19.0828
-1.38899,-0.856164,18.6069
-1.43442,-0.862707,18.1473
-1.48079,-0.873818,17.704
-1.52841,-0.889072,17.2771
-1.57759,-0.90811,16.8667
-1.62861,-0.930631,16.473
-1.68175,-0.956384,16.0966
-1.73723,-0.985164,15.7379
-1.79528,-1.0168,15.3976
-1.85612,-1.05116,15.0768
-1.91991,-1.08814,14.7766
-1.98684,-1.12764,14.4984
-2.05705,-1.1696,14.2438
-2.13069,-1.21396,14.015
-2.20786,-1.26065,13.8145
-2.28867,-1.30962,13.6451
-2.3732,-1.3608,13.5104
-2.46148,-1.4141,13.4143
-2.55352,-1.46941,13.3618
-2.6493,-1.52658,13.3583
-2.74872,-1.58541,13.4101
-2.85163,-1.64566,13.5245
-2.95779,-1.70698,13.7097
-3.06688,-1.76896,13.9749
-3.17845,-1.83107,14.3299
-3.2919,-1.89263,14.7856
-3.40651,-1.95285,15.3531
-3.52134,-2.01073,16.0435
-3.63526,-2.0651,16.8676
-3.74694,-2.11459,17.8343
-3.8548,-2.15763,18.9504
-3.95703,-2.19242,20.2185
-4.05165,-2.21705,21.6357
