time,X,Y,Z
28.12,9.92647,1.63205,36.8572
28.13,9.05414,0.732032,36.0322
28.14,8.1789,-0.0062194,35.1331
28.15,7.31806,-0.592495,34.191
28.16,6.4861,-1.04188,33.2311
28.17,5.69438,-1.3724,32.2726
28.18,4.95116,-1.60313,31.3291
28.19,4.26184,-1.75267,30.4097
28.2,3.62929,-1.83827,29.5197
28.21,3.05426,-1.87523,28.6615
28.22,2.53582,-1.87669,27.8358
28.23,2.07175,-1.85364,27.0419
28.24,1.65892,-1.81506,26.2786
28.25,1.29356,-1.76812,25.5441
28.26,0.971557,-1.71842,24.8365
28.27,0.68865,-1.67026,24.1541
28.28,0.440561,-1.62686,23.4952
28.29,0.223129,-1.59056,22.8583
28.3,0.0323818,-1.56305,22.2421
28.31,-0.135411,-1.54546,21.6455
28.32,-0.283707,-1.53858,21.0675
28.33,-0.415683,-1.54288,20.5073
28.34,-0.534231,-1.55868,19.9641
28.35,-0.641973,-1.58616,19.4374
28.36,-0.741274,-1.62546,18.9267
28.37,-0.834265,-1.67672,18.4316
28.38,-0.922867,-1.7401,17.9517
28.39,-1.00882,-1.81581,17.4867
28.4,-1.09369,-1.90415,17.0365
28.41,-1.17892,-2.00552,16.6008
28.42,-1.26586,-2.12043,16.1797
28.43,-1.35573,-2.24949,15.773
28.44,-1.44973,-2.39348,15.3809
28.45,-1.54899,-2.55329,15.0036
28.46,-1.65461,-2.72995,14.6412
28.47,-1.7677,-2.92466,14.2942
28.48,-1.88938,-3.13876,13.9631
28.49,-2.02078,-3.37375,13.6485
28.5,-2.16307,-3.63131,13.3512
28.51,-2.31749,-3.91327,13.0724
28.52,-2.48532,-4.22163,12.8132
28.53,-2.66793,-4.55853,12.5752
28.54,-2.86676,-4.92631,12.3604
28.55,-3.08337,-5.32739,12.1711
28.56,-3.31937,-5.76437,12.01
28.57,-3.57652,-6.23986,11.8804
28.58,-3.85662,-6.75656,11.7863
28.59,-4.16161,-7.3171,11.7323
28.6,-4.49348,-7.92396,11.7239
28.61,-4.85426,-8.57935,11.7675
28.62,-5.24603,-9.28505,11.8707
28.63,-5.67082,-10.0421,12.0421
28.64,-6.13055,-10.8507,12.2917
28.65,-6.62697,-11.7095,12.6308
28.66,-7.1615,-12.6154,13.0722
28.67,-7.73509,-13.563,13.6298
28.68,-8.34802,-14.5438,14.3189
28.69,-8.99964,-15.5455,15.1554
28.7,-9.68808,-16.551,16.1553
28.71,-10.4099,-17.538,17.3338
28.72,-11.1595,-18.4776,18.7041
28.73,-11.9292,-19.3345,20.2752
28.74,-12.708,-20.0663,22.0498
28.75,-13.4819,-20.6246,24.0217
28.76,-14.2331,-20.9563,26.1724
28.77,-14.9402,-21.0071,28.4687
28.78,-15.5782,-20.7256,30.86
28.79,-16.1196,-20.0696,33.2778
28.8,-16.535,-19.0128,35.6373
28.81,-16.7956,-17.5526,37.8418
28.82,-16.8752,-15.7149,39.7905
28.83,-16.7532,-13.5573,41.3893
28.84,-16.4171,-11.1667,42.5627
28.85,-15.8649,-8.65169,43.2645
28.86,-15.1063,-6.1309,43.4844
28.87,-14.1623,-3.71843,43.2498
28.88,-13.0639,-1.5105,42.62
28.89,-11.8489,0.424206,41.676
28.9,-10.5581,2.04853,40.5086
28.91,-9.23224,3.35523,39.2056
28.92,-7.9084,4.36122,37.8435
28.93,-6.618,5.09976,36.4827
28.94,-5.38563,5.61271,35.1657
28.95,-4.22892,5.94416,33.9195
28.96,-3.15901,6.136,32.7578
28.97,-2.18145,6.22539,31.685
28.98,-1.29729,6.24361,30.6994
28.99,-0.504211,6.21606,29.7952
29,0.202565,6.16268,28.9652
29.01,0.829396,6.09878,28.2015
29.02,1.38358,6.03581,27.4965
29.03,1.87286,5.98215,26.8435
29.04,2.30504,5.9438,26.2367
29.05,2.68773,5.92491,25.6712
29.06,3.02819,5.92827,25.1433
29.07,3.33319,5.95563,24.6498
29.08,3.60899,6.008,24.1887
29.09,3.8613,6.08586,23.7584
29.1,4.09526,6.1893,23.3578
29.11,4.31549,6.31816,22.9865
29.12,4.52611,6.4721,22.6445
29.13,4.73077,6.65067,22.332
29.14,4.93269,6.85331,22.0497
29.15,5.13468,7.07941,21.7985
29.16,5.33921,7.32829,21.5797
29.17,5.5484,7.59915,21.3946
29.18,5.76408,7.89111,21.2449
29.19,5.98778,8.20313,21.1327
29.2,6.22077,8.53395,21.06
29.21,6.46405,8.88207,21.0291
29.22,6.71836,9.24567,21.0425
29.23,6.98416,9.62252,21.1028
29.24,7.26164,10.0099,21.2127
29.25,7.55068,10.4047,21.3747
29.26,7.85083,10.8029,21.5914
29.27,8.1613,11.2,21.8651
29.28,8.48088,11.5906,22.1978
29.29,8.80793,11.9686,22.5908
29.3,9.14035,12.3272,23.0448
29.31,9.47551,12.6585,23.5596
29.32,9.81027,12.9541,24.1337
29.33,10.1409,13.2051,24.7641
29.34,10.4632,13.4022,25.4463
29.35,10.7723,13.5361,26.1736
29.36,11.0629,13.5978,26.9376
29.37,11.3295,13.5792,27.7275
29.38,11.5661,13.4738,28.5306
29.39,11.7668,13.2767,29.3322
29.4,11.9256,12.9857,30.1161
29.41,12.0371,12.6016,30.8654
29.42,12.0964,12.1283,31.5627
29.43,12.0998,11.5733,32.1912
29.44,12.0444,10.9473,32.7358
29.45,11.929,10.264,33.1837
29.46,11.7539,9.53938,33.5249
29.47,11.521,8.79087,33.7532
29.48,11.2339,8.03636,33.8665
29.49,10.8976,7.29325,33.8662
29.5,10.5185,6.57747,33.7574
29.51,10.104,5.90274,33.548
29.52,9.66218,5.28003,33.2483
29.53,9.20131,4.71733,32.8699
29.54,8.72972,4.21957,32.4252
29.55,8.25539,3.78892,31.9264
29.56,7.78564,3.42507,31.3851
29.57,7.32704,3.12577,30.812
29.58,6.88519,2.88728,30.2164
29.59,6.46472,2.7049,29.6064
29.6,6.0693,2.57334,28.9887
29.61,5.70163,2.48717,28.3687
29.62,5.36356,2.44105,27.751
29.63,5.0562,2.42994,27.1388
29.64,4.77999,2.44928,26.5349
29.65,4.53487,2.49505,25.9415
29.66,4.32034,2.56379,25.3599
29.67,4.1356,2.65266,24.7916
29.68,3.97964,2.75935,24.2374
29.69,3.8513,2.88211,23.6982
29.7,3.74937,3.01965,23.1746
29.71,3.67262,3.17113,22.6673
29.72,3.61988,3.33609,22.1769
29.73,3.59003,3.51441,21.7039
29.74,3.58208,3.70625,21.249
29.75,3.59514,3.91204,20.813
29.76,3.62847,4.1324,20.3965
29.77,3.68147,4.36815,20.0006
29.78,3.75369,4.62022,19.6262
29.79,3.84482,4.88969,19.2745
29.8,3.95471,5.17771,18.9469
29.81,4.08333,5.48549,18.6449
29.82,4.2308,5.81428,18.3703
29.83,4.39734,6.1653,18.1252
29.84,4.58328,6.53975,17.9119
29.85,4.78904,6.93871,17.7331
29.86,5.01512,7.36313,17.5918
29.87,5.26206,7.81373,17.4915
29.88,5.53042,8.29094,17.4359
29.89,5.82075,8.79478,17.4294
29.9,6.13353,9.32477,17.4768
29.91,6.46916,9.87973,17.5832
29.92,6.82785,10.4577,17.7543
29.93,7.2096,11.0557,17.9961
29.94,7.6141,11.6694,18.3149
29.95,8.0406,12.2933,18.717
29.96,8.48785,12.9199,19.2088
29.97,8.95397,13.5399,19.7961
29.98,9.43628,14.1421,20.484
29.99,9.9312,14.7128,21.2762
30,10.4341,15.236,22.1745
30.01,10.9391,15.6938,23.1779
30.02,11.4392,16.0662,24.2821
30.03,11.9258,16.3322,25.4784
30.04,12.3892,16.4702,26.7531
30.05,12.8184,16.46,28.0869
30.06,13.2014,16.2834,29.4546
30.07,13.5255,15.9267,30.8256
30.08,13.7781,15.3825,32.1645
30.09,13.9468,14.6513,33.4325
30.1,14.0209,13.7426,34.5901
30.11,13.9916,12.6758,35.5996
30.12,13.8532,11.4798,36.428
30.13,13.6036,10.191,37.05
30.14,13.2447,8.85129,37.4503
30.15,12.7827,7.50439,37.6249
30.16,12.2275,6.19248,37.5806
30.17,11.5928,4.9529,37.3344
30.18,10.8945,3.81558,36.9109
30.19,10.15,2.80157,36.3394
30.2,9.37716,1.92272,35.6513
30.21,8.59317,1.18232,34.877
30.22,7.81377,0.57652,34.0444
30.23,7.05262,0.0960612,33.1773
30.24,6.32099,-0.271869,32.2949
30.25,5.62762,-0.54198,31.4121
30.26,4.97876,-0.729517,30.5396
30.27,4.37841,-0.84926,29.6846
30.28,3.82861,-0.914855,28.8517
30.29,3.32974,-0.938433,28.0433
30.3,2.88085,-0.930449,27.2603
30.31,2.48001,-0.899681,26.5028
30.32,2.12457,-0.853321,25.77
30.33,1.81138,-0.79713,25.0612
30.34,1.53704,-0.735618,24.375
30.35,1.29802,-0.672228,23.7104
30.36,1.09081,-0.609513,23.0662
30.37,0.911987,-0.549298,22.4413
30.38,0.758302,-0.492829,21.8348
30.39,0.62672,-0.440891,21.2459
30.4,0.514438,-0.393918,20.6737
30.41,0.418906,-0.352081,20.1176
30.42,0.33782,-0.315357,19.577
30.43,0.269125,-0.28359,19.0512
30.44,0.210996,-0.256536,18.5399
30.45,0.161825,-0.233897,18.0425
30.46,0.120207,-0.215352,17.5585
30.47,0.0849157,-0.200573,17.0877
30.48,0.0548906,-0.189244,16.6296
30.49,0.0292147,-0.18107,16.1838
30.5,0.00709894,-0.175781,15.75
30.51,-0.0121347,-0.17314,15.3279
30.52,-0.0290677,-0.172945,14.9171
30.53,-0.0441995,-0.175029,14.5174
30.54,-0.0579589,-0.179259,14.1284
30.55,-0.0707162,-0.185538,13.7498
30.56,-0.0827921,-0.193801,13.3815
30.57,-0.094467,-0.204017,13.023
30.58,-0.105988,-0.216186,12.6742
30.59,-0.117578,-0.230338,12.3347
30.6,-0.129437,-0.246535,12.0044
30.61,-0.141752,-0.264865,11.683
30.62,-0.1547,-0.285449,11.3703
30.63,-0.168451,-0.308435,11.066
30.64,-0.183173,-0.334004,10.7699
30.65,-0.199036,-0.362366,10.4819
30.66,-0.216214,-0.393767,10.2017
30.67,-0.234887,-0.428485,9.92917
30.68,-0.255248,-0.466837,9.66408
30.69,-0.277501,-0.509183,9.40628
30.7,-0.301867,-0.555922,9.1556
30.71,-0.328586,-0.607505,8.91192
30.72,-0.35792,-0.664435,8.67508
30.73,-0.390157,-0.727272,8.44497
30.74,-0.425612,-0.796641,8.2215
30.75,-0.464633,-0.873237,8.00456
30.76,-0.507606,-0.957832,7.79411
30.77,-0.554957,-1.05129,7.59012
30.78,-0.607156,-1.15456,7.39256
30.79,-0.664727,-1.2687,7.20148
30.8,-0.728247,-1.39489,7.01695
30.81,-0.798359,-1.53445,6.83911
30.82,-0.875774,-1.68882,6.66813
30.83,-0.961283,-1.8596,6.50428
30.84,-1.05576,-2.04858,6.34793
30.85,-1.16018,-2.25773,6.19954
30.86,-1.27561,-2.48924,6.05971
30.87,-1.40325,-2.74549,5.92922
30.88,-1.54441,-3.02916,5.80904
30.89,-1.70056,-3.34316,5.70037
30.9,-1.87332,-3.69068,5.60474
30.91,-2.06445,-4.07523,5.52401
30.92,-2.27593,-4.5006,5.46052
30.93,-2.5099,-4.97093,5.41712
30.94,-2.76872,-5.49062,5.39733
30.95,-3.05499,-6.06438,5.40546
30.96,-3.37149,-6.69716,5.44679
30.97,-3.72125,-7.39404,5.52774
30.98,-4.10752,-8.16018,5.65612
30.99,-4.53374,-9.00055,5.8414
31,-5.00352,-9.91975,6.09496
31.01,-5.52057,-10.9216,6.43043
31.02,-6.08859,-12.0085,6.86405
31.03,-6.7112,-13.1812,7.41491
31.04,-7.39166,-14.4372,8.10525
31.05,-8.13264,-15.77,8.96052
31.06,-8.93586,-17.1677,10.0093
31.07,-9.80161,-18.6108,11.2828
31.08,-10.7281,-20.0706,12.8138
31.09,-11.7106,-21.5062,14.6343
31.1,-12.7408,-22.8631,16.7733
31.11,-13.8054,-24.0709,19.2513
31.12,-14.885,-25.0428,22.0751
31.13,-15.9534,-25.6775,25.2299
31.14,-16.976,-25.8636,28.6707
31.15,-17.9108,-25.4892,32.3149
31.16,-18.7078,-24.4563,36.0371
31.17,-19.3124,-22.6994,39.6695
31.18,-19.6686,-20.2064,43.0121
31.19,-19.7251,-17.0358,45.8536
31.2,-19.4423,-13.3253,48.0019
31.21,-18.799,-9.28302,49.3192
31.22,-17.7982,-5.16183,49.7512
31.23,-16.4692,-1.21921,49.3412
31.24,-14.8653,2.3254,48.2206
31.25,-13.0574,5.32298,46.5809
31.26,-11.1243,7.70783,44.634
31.27,-9.14371,9.49007,42.576
31.28,-7.18398,10.7342,40.5629
31.29,-5.29951,11.5333,38.7008
31.3,-3.52919,11.9873,37.0493
31.31,-1.8973,12.1878,35.6312
31.32,-0.415956,12.2109,34.4438
31.33,0.912017,12.1151,33.4697
31.34,2.09025,11.9432,32.6837
31.35,3.12649,11.7248,32.0587
31.36,4.03078,11.4794,31.5679
31.37,4.81416,11.2195,31.1869
31.38,5.48781,10.9525,30.8939
31.39,6.06254,10.6829,30.67
31.4,6.54847,10.4128,30.4989
31.41,6.95488,10.1437,30.3669
31.42,7.29025,9.87631,30.262
31.43,7.56223,9.61132,30.1746
31.44,7.77773,9.34945,30.0964
31.45,7.94303,9.09161,30.0206
31.46,8.06383,8.83894,29.9418
31.47,8.14535,8.59273,29.8557
31.48,8.1924,8.35446,29.759
31.49,8.20944,8.12567,29.6493
31.5,8.20063,7.90793,29.5251
31.51,8.16985,7.70276,29.3856
31.52,8.12073,7.51158,29.2305
31.53,8.05666,7.33566,29.0602
31.54,7.98083,7.17609,28.8753
31.55,7.8962,7.03376,28.677
31.56,7.80549,6.90935,28.4666
31.57,7.71125,6.8033,28.2457
31.58,7.61576,6.71588,28.016
31.59,7.52112,6.64716,27.7792
31.6,7.4292,6.59705,27.5371
31.61,7.34168,6.56531,27.2917
31.62,7.26003,6.55159,27.0447
31.63,7.18552,6.55545,26.7979
31.64,7.11926,6.57637,26.5531
31.65,7.06216,6.6138,26.312
31.66,7.01501,6.66714,26.0763
31.67,6.97842,6.73576,25.8475
31.68,6.9529,6.81903,25.6271
31.69,6.93882,6.91631,25.4168
31.7,6.93645,7.02694,25.218
31.71,6.94597,7.15026,25.032
31.72,6.96746,7.28559,24.8603
31.73,7.00091,7.43223,24.7042
31.74,7.04628,7.58943,24.565
31.75,7.1034,7.75641,24.4441
31.76,7.17208,7.93231,24.3427
31.77,7.25203,8.11621,24.2621
31.78,7.34292,8.30707,24.2034
31.79,7.44432,8.50377,24.1678
31.8,7.55574,8.70501,24.1563
31.81,7.67661,8.9094,24.1699
31.82,7.80627,9.11536,24.2095
31.83,7.94394,9.32113,24.2758
31.84,8.08878,9.52478,24.3694
31.85,8.23981,9.72419,24.4906
31.86,8.39592,9.91708,24.6395
31.87,8.5559,10.101,24.816
31.88,8.7184,10.2732,25.0195
31.89,8.88192,10.4312,25.2491
31.9,9.04486,10.5719,25.5035
31.91,9.20545,10.6926,25.781
31.92,9.36185,10.7904,26.0793
31.93,9.51209,10.8627,26.3956
31.94,9.65413,10.9069,26.7267
31.95,9.78588,10.9208,27.0686
31.96,9.90524,10.9026,27.4172
31.97,10.0101,10.8511,27.7678
31.98,10.0986,10.7654,28.1153
31.99,10.1687,10.6455,28.4544
32,10.2188,10.4921,28.7797
32.01,10.2476,10.3065,29.086
32.02,10.2538,10.0911,29.3679
32.03,10.2367,9.84872,29.6207
32.04,10.1959,9.583,29.8401
32.05,10.1314,9.29813,30.0224
32.06,10.0438,8.99876,30.1645
32.07,9.93387,8.68983,30.2644
32.08,9.80304,8.37642,30.3209
32.09,9.653,8.06357,30.3336
32.1,9.48584,7.75614,30.3029
32.11,9.30392,7.45865,30.2302
32.12,9.10985,7.17515,30.1174
32.13,8.90638,6.90918,29.9672
32.14,8.69633,6.66365,29.7825
32.15,8.48255,6.44089,29.5667
32.16,8.26783,6.2426,29.3234
32.17,8.05483,6.06989,29.0563
32.18,7.84608,5.92338,28.7689
32.19,7.64386,5.80322,28.465
32.2,7.45028,5.70917,28.1479
32.21,7.26717,5.64072,27.821
32.22,7.09611,5.5971,27.4874
32.23,6.93846,5.57741,27.1499
32.24,6.79532,5.58064,26.8112
32.25,6.66757,5.60574,26.4737
32.26,6.5559,5.65168,26.1399
32.27,6.4608,5.71744,25.8117
32.28,6.38262,5.80207,25.4912
32.29,6.32156,5.90469,25.1802
32.3,6.27772,6.02449,24.8805
32.31,6.25109,6.16076,24.5938
32.32,6.24159,6.31284,24.3217
32.33,6.24908,6.48013,24.0659
32.34,6.27338,6.66209,23.8279
32.35,6.31426,6.85818,23.6093
32.36,6.37147,7.06788,23.4118
32.37,6.44471,7.29065,23.2369
32.38,6.53368,7.52589,23.0864
32.39,6.63803,7.7729,22.9618
32.4,6.75738,8.0309,22.865
32.41,6.89132,8.29892,22.7976
32.42,7.03936,8.57582,22.7614
32.43,7.20095,8.86025,22.7581
32.44,7.37546,9.15056,22.7894
32.45,7.56215,9.44483,22.8569
32.46,7.76015,9.74079,22.9622
32.47,7.96846,10.0358,23.1064
32.48,8.18588,10.3268,23.2909
32.49,8.41105,10.6105,23.5163
32.5,8.64236,10.8828,23.783
32.51,8.87799,11.1398,24.0908
32.52,9.11587,11.3766,24.4391
32.53,9.35363,11.5885,24.8264
32.54,9.58867,11.7704,25.2504
32.55,9.81812,11.917,25.708
32.56,10.0389,12.0234,26.1949
32.57,10.2476,12.0847,26.7059
32.58,10.4408,12.0965,27.2348
32.59,10.6149,12.0553,27.7742
32.6,10.7664,11.9582,28.3159
32.61,10.8917,11.8038,28.851
32.62,10.9877,11.592,29.3699
32.63,11.0512,11.3243,29.8628
32.64,11.0799,11.0036,30.3202
32.65,11.0719,10.6346,30.7329
32.66,11.0259,10.2236,31.0926
32.67,10.9415,9.77816,31.3922
32.68,10.8192,9.30686,31.6262
32.69,10.6601,8.81904,31.7905
32.7,10.4665,8.3243,31.8834
32.71,10.2412,7.83214,31.9045
32.72,9.98784,7.35155,31.8556
32.73,9.71058,6.89064,31.7398
32.74,9.41401,6.45641,31.5616
32.75,9.10295,6.05455,31.3266
32.76,8.78235,5.68936,31.041
32.77,8.45706,5.36377,30.7112
32.78,8.13174,5.07943,30.344
32.79,7.81072,4.83681,29.9459
32.8,7.49795,4.63544,29.523
32.81,7.1969,4.47409,29.0811
32.82,6.91054,4.35092,28.6253
32.83,6.64134,4.26377,28.1604
32.84,6.39129,4.21021,27.6902
32.85,6.16191,4.18779,27.2186
32.86,5.95429,4.1941,26.7484
32.87,5.76917,4.22684,26.2825
32.88,5.60696,4.28394,25.8232
32.89,5.46782,4.36355,25.3726
32.9,5.35168,4.46408,24.9324
32.91,5.25833,4.58421,24.5043
32.92,5.18743,4.72288,24.0898
32.93,5.13857,4.87927,23.6904
32.94,5.1113,5.05279,23.3075
32.95,5.10515,5.24306,22.9424
32.96,5.11965,5.44986,22.5965
32.97,5.15438,5.67312,22.2713
32.98,5.20894,5.91286,21.9683
32.99,5.28297,6.16919,21.6891
33,5.37617,6.44227,21.4354
33.01,5.4883,6.73222,21.209
33.02,5.61912,7.03914,21.0119
33.03,5.76846,7.36303,20.8463
33.04,5.93617,7.70376,20.7145
33.05,6.12206,8.06098,20.6189
33.06,6.32598,8.43411,20.5623
33.07,6.5477,8.82221,20.5475
33.08,6.78691,9.22396,20.5773
33.09,7.04322,9.63756,20.655
33.1,7.31606,10.0606,20.7836
33.11,7.60471,10.4901,20.9664
33.12,7.90817,10.9223,21.2062
33.13,8.22516,11.3524,21.506
33.14,8.55406,11.7752,21.868
33.15,8.89283,12.184,22.2943
33.16,9.23896,12.5715,22.7857
33.17,9.58945,12.9293,23.3423
33.18,9.9407,13.2483,23.9628
33.19,10.2886,13.5184,24.6442
33.2,10.6283,13.7296,25.3815
33.21,10.9544,13.8713,26.1678
33.22,11.2612,13.9336,26.9937
33.23,11.5422,13.9074,27.8472
33.24,11.791,13.7854,28.7142
33.25,12.0008,13.5622,29.5782
33.26,12.165,13.2356,30.4212
33.27,12.2776,12.8065,31.2241
33.28,12.3332,12.28,31.9675
33.29,12.3276,11.6648,32.6329
33.3,12.2579,10.9736,33.2035
33.31,12.1228,10.2223,33.6655
33.32,11.9229,9.42927,34.0087
33.33,11.6607,8.61449,34.2271
33.34,11.3403,7.79814,34.3194
33.35,10.9678,6.99954,34.2884
33.36,10.5504,6.23604,34.141
33.37,10.0967,5.52221,33.8872
33.38,9.61559,4.86931,33.5394
33.39,9.11642,4.28506,33.1111
33.4,8.6083,3.77371,32.6163
33.41,8.09984,3.33641,32.0686
33.42,7.59887,2.97167,31.4808
33.43,7.11222,2.67597,30.864
33.44,6.64566,2.44436,30.2281
33.45,6.2038,2.27098,29.5813
33.46,5.79018,2.14956,28.9301
33.47,5.4073,2.07384,28.2798
33.48,5.05671,2.03779,27.6346
33.49,4.73921,2.03588,26.9976
33.5,4.4549,2.06316,26.371
33.51,4.20336,2.11536,25.7566
33.52,3.98376,2.18887,25.1557
33.53,3.79499,2.28076,24.5691
33.54,3.63574,2.38869,23.9976
33.55,3.50459,2.51093,23.4418
33.56,3.40008,2.64624,22.902
33.57,3.3208,2.79385,22.3786
33.58,3.26538,2.95338,21.8721
33.59,3.23257,3.1248,21.3828
33.6,3.22123,3.30838,20.9113
33.61,3.2304,3.50462,20.458
33.62,3.25924,3.71425,20.0235
33.63,3.30709,3.9382,19.6085
33.64,3.37347,4.17753,19.2139
33.65,3.45803,4.43343,18.8406
33.66,3.56061,4.7072,18.4897
33.67,3.6812,5.00022,18.1626
33.68,3.81992,5.31391,17.8608
33.69,3.97705,5.64976,17.5862
33.7,4.15297,6.00922,17.3407
33.71,4.34819,6.39372,17.1267
33.72,4.56332,6.80463,16.9472
33.73,4.79904,7.24315,16.805
33.74,5.05609,7.7103,16.704
33.75,5.33524,8.20681,16.6481
33.76,5.63724,8.73302,16.642
33.77,5.96283,9.28874,16.6907
33.78,6.31262,9.87312,16.8001
33.79,6.68708,10.4844,16.9762
33.8,7.08645,11.1199,17.2259
33.81,7.51066,11.7755,17.5562
33.82,7.9592,12.4455,17.9745
33.83,8.43103,13.1224,18.4883
33.84,8.92442,13.7965,19.1047
33.85,9.43682,14.4556,19.8301
33.86,9.96465,15.0852,20.6697
33.87,10.5032,15.6677,21.6264
33.88,11.0463,16.183,22.7007
33.89,11.5866,16.6087,23.8889
33.9,12.1147,16.9205,25.1827
33.91,12.6202,17.0935,26.568
33.92,13.0906,17.1033,28.024
33.93,13.5126,16.9283,29.5231
33.94,13.8719,16.5513,31.0308
33.95,14.1537,15.9624,32.5066
33.96,14.3439,15.1609,33.906
33.97,14.4298,14.1571,35.1829
33.98,14.4011,12.9732,36.2931
33.99,14.251,11.6425,37.1981
34,13.9766,10.2081,37.8687
34.01,13.5803,8.71929,38.2877
34.02,13.0691,7.22755,38.4516
34.03,12.4547,5.78214,38.3704
34.04,11.7529,4.42595,38.0658
34.05,10.9824,3.19251,37.5684
34.06,10.1631,2.10431,36.9139
34.07,9.31554,1.17269,36.1395
34.08,8.45915,0.398857,35.2808
34.09,7.61144,-0.224134,34.3692
34.1,6.78737,-0.709098,33.4309
34.11,5.99896,-1.07244,32.4866
34.12,5.25525,-1.33215,31.5513
34.13,4.56245,-1.50633,30.6353
34.14,3.92419,-1.61203,29.7452
34.15,3.34194,-1.66466,28.8844
34.16,2.8154,-1.67763,28.0544
34.17,2.34286,-1.66231,27.2551
34.18,1.92163,-1.62806,26.4855
34.19,1.54831,-1.58245,25.7442
34.2,1.21904,-1.53145,25.0296
34.21,0.929772,-1.47966,24.3401
34.22,0.67637,-1.43059,23.6739
34.23,0.454779,-1.38681,23.0297
34.24,0.261098,-1.35015,22.4062
34.25,0.0916411,-1.32191,21.8021
34.26,-0.0570228,-1.30291,21.2166
34.27,-0.188054,-1.2937,20.6487
34.28,-0.304336,-1.2946,20.0978
34.29,-0.408483,-1.30576,19.5631
34.3,-0.502849,-1.32727,19.0442
34.31,-0.589554,-1.35919,18.5405
34.32,-0.670497,-1.40158,18.0517
34.33,-0.747386,-1.45453,17.5773
34.34,-0.821757,-1.5182,17.1172
34.35,-0.895002,-1.59282,16.6709
34.36,-0.968392,-1.67872,16.2385
34.37,-1.0431,-1.77631,15.8196
34.38,-1.12021,-1.88615,15.4143
34.39,-1.20077,-2.00889,15.0224
34.4,-1.28576,-2.14531,14.644
34.41,-1.37616,-2.29634,14.2793
34.42,-1.47293,-2.46303,13.9284
34.43,-1.57706,-2.64658,13.5915
34.44,-1.68954,-2.84835,13.2692
34.45,-1.81142,-3.06986,12.962
34.46,-1.94377,-3.31277,12.6705
34.47,-2.08775,-3.57894,12.3956
34.48,-2.24458,-3.87039,12.1385
34.49,-2.41556,-4.1893,11.9005
34.5,-2.60211,-4.53804,11.6833
34.51,-2.80571,-4.91914,11.4888
34.52,-3.02798,-5.33529,11.3196
34.53,-3.27065,-5.78928,11.1786
34.54,-3.53553,-6.28402,11.0693
34.55,-3.82459,-6.82246,10.9959
34.56,-4.13988,-7.40749,10.9635
34.57,-4.48354,-8.04188,10.9779
34.58,-4.85777,-8.72808,11.046
34.59,-5.26482,-9.46808,11.1761
34.6,-5.70688,-10.2631,11.3775
34.61,-6.18606,-11.1133,11.6613
34.62,-6.70427,-12.0175,12.0397
34.63,-7.26306,-12.9721,12.5267
34.64,-7.86348,-13.9712,13.1379
34.65,-8.50583,-15.0053,13.8899
34.66,-9.18938,-16.0607,14.8004
34.67,-9.91204,-17.1183,15.887
34.68,-10.6699,-18.1529,17.1665
34.69,-11.4569,-19.1322,18.6531
34.7,-12.2641,-20.0162,20.3561
34.71,-13.0794,-20.7572,22.2777
34.72,-13.8869,-21.3008,24.4092
34.73,-14.6666,-21.5878,26.7279
34.74,-15.3945,-21.5584,29.1937
34.75,-16.0428,-21.1571,31.7467
34.76,-16.5807,-20.3403,34.3071
34.77,-16.9761,-19.0849,36.7771
34.78,-17.1979,-17.3956,39.0476
34.79,-17.2187,-15.3113,41.0078
34.8,-17.0181,-12.9064,42.5584
34.81,-16.5856,-10.2867,43.6253
34.82,-15.9232,-7.57877,44.1707
34.83,-15.0456,-4.91479,44.1998
34.84,-13.9801,-2.41582,43.7584
34.85,-12.7639,-0.177445,42.9251
34.86,-11.4402,1.73891,41.7974
34.87,-10.0541,3.3078,40.4773
34.88,-8.64883,4.53533,39.0582
34.89,-7.26224,5.45096,37.6172
34.9,-5.92518,6.09811,36.2112
34.91,-4.66068,6.52579,34.8776
34.92,-3.48419,6.78236,33.6372
34.93,-2.40445,6.91159,32.4982
34.94,-1.42467,6.95083,31.4602
34.95,-0.543814,6.93052,30.5176
34.96,0.242268,6.87462,29.6618
34.97,0.939798,6.80149,28.8836
34.98,1.55628,6.72478,28.1737
34.99,2.09985,6.65448,27.5239
35,2.57887,6.59765,26.9266
35.01,3.00153,6.55916,26.376
35.02,3.37569,6.54223,25.867
35.03,3.70871,6.54885,25.3957
35.04,4.00741,6.5801,24.9592
35.05,4.27799,6.63644,24.5553
35.06,4.52603,6.71785,24.1825
35.07,4.75654,6.82398,23.84
35.08,4.97398,6.95427,23.5273
35.09,5.18224,7.10796,23.2444
35.1,5.38477,7.28421,22.9916
35.11,5.58454,7.48205,22.7696
35.12,5.7841,7.70041,22.5793
35.13,5.98564,7.93813,22.4218
35.14,6.19099,8.19392,22.2984
35.15,6.40164,8.46632,22.2107
35.16,6.61878,8.7537,22.1601
35.17,6.84331,9.0542,22.1485
35.18,7.07583,9.36565,22.1776
35.19,7.31665,9.68557,22.2493
35.2,7.5658,10.0111,22.3652
35.21,7.82297,10.3389,22.527
35.22,8.08758,10.6653,22.7362
35.23,8.35868,10.986,22.9937
35.24,8.635,11.2961,23.3004
35.25,8.91487,11.5905,23.6562
35.26,9.19627,11.8632,24.0607
35.27,9.47675,12.108,24.5123
35.28,9.75348,12.3185,25.0085
