time,X,Y,Z
53.9,-2.68767,-3.92059,16.2461
53.91,-2.81734,-4.19868,15.9166
53.92,-2.96261,-4.49862,15.6089
53.93,-3.12416,-4.82235,15.3245
53.94,-3.30276,-5.17188,15.0652
53.95,-3.49933,-5.54925,14.8331
53.96,-3.71493,-5.95654,14.6308
53.97,-3.95068,-6.39583,14.461
53.98,-4.20784,-6.86911,14.3274
53.99,-4.48772,-7.37828,14.2339
54,-4.79173,-7.92501,14.1852
54.01,-5.12126,-8.51065,14.1867
54.02,-5.47772,-9.13608,14.2445
54.03,-5.86247,-9.80152,14.3657
54.04,-6.27675,-10.5063,14.5582
54.05,-6.72158,-11.2487,14.8308
54.06,-7.1977,-12.0252,15.1932
54.07,-7.70541,-12.8308,15.6559
54.08,-8.24446,-13.6578,16.23
54.09,-8.81378,-14.4958,16.9267
54.1,-9.41136,-15.331,17.7571
54.11,-10.0339,-16.1457,18.7312
54.12,-10.6767,-16.9181,19.8574
54.13,-11.3331,-17.6218,21.1406
54.14,-11.9945,-18.226,22.5811
54.15,-12.6499,-18.6961,24.173
54.16,-13.2858,-18.9947,25.9021
54.17,-13.8862,-19.0839,27.7442
54.18,-14.4328,-18.9278,29.6639
54.19,-14.9056,-18.4962,31.6144
54.2,-15.2832,-17.7689,33.538
54.21,-15.5446,-16.7397,35.3684
54.22,-15.6703,-15.4203,37.0357
54.23,-15.644,-13.8423,38.4717
54.24,-15.4545,-12.0568,39.617
54.25,-15.0972,-10.1313,40.4279
54.26,-14.5749,-8.14377,40.8816
54.27,-13.8986,-6.17502,40.9789
54.28,-13.0863,-4.30004,40.7432
54.29,-12.1622,-2.58085,40.2168
54.3,-11.1545,-1.06163,39.4544
54.31,-10.0931,0.233128,38.516
54.32,-9.00704,1.2975,37.4601
54.33,-7.9233,2.14081,36.3387
54.34,-6.86485,2.78331,35.1944
54.35,-5.85015,3.25169,34.0591
54.36,-4.8929,3.57526,32.9551
54.37,-4.00229,3.78299,31.8961
54.38,-3.18351,3.90169,30.8891
54.39,-2.43835,3.95491,29.9364
54.4,-1.76597,3.96262,29.0372
54.41,-1.16349,3.9412,28.1887
54.42,-0.626624,3.9038,27.3871
54.43,-0.150156,3.8607,26.6285
54.44,0.271669,3.81983,25.909
54.45,0.644833,3.78715,25.2251
54.46,0.975313,3.76707,24.5736
54.47,1.26892,3.7628,23.9519
54.48,1.53121,3.77661,23.358
54.49,1.76736,3.81009,22.7901
54.5,1.98219,3.86433,22.247
54.51,2.18014,3.9401,21.7278
54.52,2.36524,4.03794,21.2318
54.53,2.54116,4.15824,20.7587
54.54,2.71123,4.30138,20.3086
54.55,2.87846,4.46773,19.8815
54.56,3.04561,4.65769,19.4779
54.57,3.21515,4.87173,19.0985
54.58,3.38938,5.1104,18.7441
54.59,3.57038,5.37433,18.4158
54.6,3.7601,5.66423,18.1151
54.61,3.96036,5.98085,17.8436
54.62,4.17286,6.32499,17.6035
54.63,4.3992,6.69743,17.397
54.64,4.64091,7.09891,17.2268
54.65,4.89942,7.53005,17.0962
54.66,5.17608,7.99127,17.0088
54.67,5.47216,8.48272,16.9687
54.68,5.78878,9.00415,16.9804
54.69,6.12694,9.55475,17.0492
54.7,6.48745,10.133,17.1806
54.71,6.87086,10.7366,17.3809
54.72,7.27742,11.362,17.6564
54.73,7.707,12.0043,18.0142
54.74,8.15896,12.6572,18.4613
54.75,8.63204,13.3121,19.0044
54.76,9.12424,13.9587,19.6499
54.77,9.63269,14.5841,20.4033
54.78,10.1534,15.173,21.2684
54.79,10.6814,15.7074,22.2467
54.8,11.2099,16.1672,23.3367
54.81,11.7313,16.5301,24.5326
54.82,12.236,16.7728,25.8241
54.83,12.7131,16.8718,27.1946
54.84,13.1505,16.8051,28.6215
54.85,13.5349,16.5541,30.0754
54.86,13.8524,16.1054,31.5212
54.87,14.0893,15.4533,32.9186
54.88,14.2328,14.6015,34.2246
54.89,14.2716,13.5644,35.396
54.9,14.1972,12.3673,36.3929
54.91,14.0047,11.0454,37.1822
54.92,13.6935,9.64204,37.7403
54.93,13.2674,8.20465,38.0558
54.94,12.735,6.78136,38.1299
54.95,12.1088,5.41669,37.9759
54.96,11.405,4.14822,37.6174
54.97,10.6418,3.00417,37.0847
54.98,9.83854,2.00236,36.4121
54.99,9.0144,1.15045,35.6342
55,8.18735,0.447259,34.7834
55.01,7.37331,-0.115405,33.888
55.02,6.58572,-0.550566,32.9713
55.03,5.83519,-0.874069,32.0512
55.04,5.12957,-1.10286,31.1409
55.05,4.4741,-1.2537,30.2495
55.06,3.8717,-1.34225,29.3824
55.07,3.32335,-1.38256,28.5427
55.08,2.82842,-1.38679,27.7316
55.09,2.38511,-1.36522,26.9489
55.1,1.99068,-1.3263,26.194
55.11,1.64183,-1.27684,25.4654
55.12,1.33487,-1.22219,24.7619
55.13,1.06594,-1.16646,24.0819
55.14,0.83116,-1.11277,23.424
55.15,0.626715,-1.06336,22.7869
55.16,0.448969,-1.01983,22.1695
55.17,0.294494,-0.983276,21.5707
55.18,0.16011,-0.954366,20.9897
55.19,0.0428994,-0.933494,20.4256
55.2,-0.0597887,-0.920846,19.8778
55.21,-0.150347,-0.916472,19.3456
55.22,-0.230921,-0.920338,18.8286
55.23,-0.303427,-0.932374,18.3261
55.24,-0.369574,-0.952504,17.8378
55.25,-0.430881,-0.980676,17.3633
55.26,-0.488704,-1.01688,16.9022
55.27,-0.544253,-1.06117,16.4542
55.28,-0.598617,-1.11366,16.019
55.29,-0.652785,-1.17455,15.5964
55.3,-0.707659,-1.24412,15.1861
55.31,-0.764078,-1.32275,14.7879
55.32,-0.822834,-1.41091,14.4018
55.33,-0.884683,-1.50918,14.0275
55.34,-0.950362,-1.61825,13.665
55.35,-1.0206,-1.7389,13.3142
55.36,-1.09615,-1.87206,12.9752
55.37,-1.17775,-2.01877,12.6481
55.38,-1.2662,-2.18019,12.333
55.39,-1.36233,-2.35765,12.0302
55.4,-1.46701,-2.55261,11.7401
55.41,-1.58118,-2.76669,11.4631
55.42,-1.70586,-3.00167,11.1998
55.43,-1.84214,-3.25953,10.9511
55.44,-1.99121,-3.54241,10.718
55.45,-2.15435,-3.85266,10.5016
55.46,-2.33296,-4.1928,10.3036
55.47,-2.52856,-4.56559,10.1258
55.48,-2.7428,-4.97393,9.9704
55.49,-2.97745,-5.42094,9.8403
55.5,-3.23443,-5.90987,9.73879
55.51,-3.51581,-6.44408,9.6699
55.52,-3.82378,-7.027,9.63844
55.53,-4.16067,-7.66201,9.65017
55.54,-4.52891,-8.35231,9.71193
55.55,-4.93102,-9.10077,9.83181
55.56,-5.36955,-9.90968,10.0193
55.57,-5.84704,-10.7804,10.2856
55.58,-6.36589,-11.713,10.6434
55.59,-6.92825,-12.7058,11.1075
55.6,-7.53588,-13.7543,11.6946
55.61,-8.18987,-14.851,12.4228
55.62,-8.89043,-15.9839,13.3123
55.63,-9.63645,-17.1356,14.3837
55.64,-10.4251,-18.2821,15.6577
55.65,-11.2515,-19.3915,17.1536
55.66,-12.1076,-20.4231,18.8866
55.67,-12.9821,-21.3268,20.8656
55.68,-13.8597,-22.0433,23.089
55.69,-14.7204,-22.5058,25.5406
55.7,-15.5392,-22.6435,28.1857
55.71,-16.2864,-22.3869,30.9666
55.72,-16.928,-21.6763,33.801
55.73,-17.4274,-20.4716,36.5829
55.74,-17.7475,-18.7626,39.188
55.75,-17.8543,-16.5785,41.4843
55.76,-17.7201,-13.9922,43.3473
55.77,-17.328,-11.1184,44.6775
55.78,-16.675,-8.1023,45.4164
55.79,-15.7734,-5.10213,45.557
55.8,-14.6511,-2.26762,45.1449
55.81,-13.3487,0.279676,44.2689
55.82,-11.9154,2.45944,43.0449
55.83,-10.4036,4.23638,41.5968
55.84,-8.86387,5.61545,40.039
55.85,-7.34107,6.63149,38.4657
55.86,-5.87156,7.33699,36.9456
55.87,-4.48241,7.79113,35.5224
55.88,-3.19159,8.05171,34.2194
55.89,-2.00912,8.17028,33.0441
55.9,-0.938546,8.19002,31.9935
55.91,0.0215127,8.14538,31.0588
55.92,0.875907,8.06286,30.2282
55.93,1.63176,7.96221,29.489
55.94,2.29754,7.85777,28.8293
55.95,2.88232,7.75965,28.2381
55.96,3.39527,7.67476,27.7061
55.97,3.84535,7.60766,27.2254
55.98,4.24103,7.56114,26.7898
55.99,4.59021,7.53673,26.3941
56,4.9001,7.53507,26.0344
56.01,5.17722,7.55614,25.7077
56.02,5.42741,7.59947,25.4119
56.03,5.65585,7.66426,25.1454
56.04,5.86708,7.7495,24.9071
56.05,6.06505,7.85398,24.6966
56.06,6.2532,7.97641,24.5134
56.07,6.43443,8.11536,24.3577
56.08,6.61121,8.26933,24.2297
56.09,6.7856,8.43674,24.1298
56.1,6.95925,8.61588,24.0585
56.11,7.13348,8.80496,24.0163
56.12,7.30927,9.00207,24.0039
56.13,7.4873,9.20515,24.0219
56.14,7.66797,9.41198,24.0708
56.15,7.85139,9.6202,24.151
56.16,8.03742,9.82723,24.2628
56.17,8.22565,10.0303,24.4064
56.18,8.41545,10.2266,24.5815
56.19,8.60593,10.413,24.7876
56.2,8.79598,10.5861,25.0239
56.21,8.98425,10.7428,25.2891
56.22,9.16921,10.8796,25.5814
56.23,9.3491,10.9932,25.8984
56.24,9.52201,11.0802,26.2372
56.25,9.68588,11.1375,26.5944
56.26,9.83855,11.1624,26.9658
56.27,9.97778,11.1525,27.3468
56.28,10.1013,11.1059,27.7323
56.29,10.207,11.0215,28.1165
56.3,10.2926,10.8987,28.4936
56.31,10.3564,10.7382,28.8573
56.32,10.3965,10.541,29.2016
56.33,10.4117,10.3095,29.5204
56.34,10.401,10.0468,29.808
56.35,10.3637,9.75683,30.0594
56.36,10.2999,9.44428,30.27
56.37,10.2099,9.11438,30.4364
56.38,10.0947,8.77278,30.5559
56.39,9.95567,8.42531,30.627
56.4,9.79472,8.07778,30.6492
56.41,9.61415,7.73581,30.623
56.42,9.4166,7.40463,30.5497
56.43,9.205,7.08891,30.4317
56.44,8.98245,6.7927,30.272
56.45,8.75215,6.51933,30.0739
56.46,8.51732,6.27139,29.8413
56.47,8.28112,6.05075,29.5784
56.48,8.04655,5.85857,29.2893
56.49,7.81644,5.69543,28.9781
56.5,7.59337,5.56136,28.6489
56.51,7.37966,5.45595,28.3055
56.52,7.17734,5.37846,27.9515
56.53,6.98815,5.3279,27.5904
56.54,6.81354,5.30312,27.2251
56.55,6.65469,5.30289,26.8586
56.56,6.51252,5.32593,26.4935
56.57,6.38772,5.37101,26.132
56.58,6.28079,5.43695,25.7765
56.59,6.19205,5.52266,25.4289
56.6,6.12165,5.62716,25.091
56.61,6.06964,5.74958,24.7648
56.62,6.03598,5.88915,24.4518
56.63,6.02054,6.0452,24.1537
56.64,6.02313,6.21717,23.8722
56.65,6.04354,6.40456,23.6087
56.66,6.08151,6.60691,23.365
56.67,6.13676,6.8238,23.1426
56.68,6.20902,7.0548,22.9433
56.69,6.29797,7.29945,22.7686
56.7,6.4033,7.55721,22.6204
56.71,6.52466,7.82746,22.5005
56.72,6.66167,8.10941,22.4108
56.73,6.81393,8.40211,22.3531
56.74,6.98096,8.70438,22.3294
56.75,7.16222,9.01475,22.3417
56.76,7.35705,9.33144,22.3918
56.77,7.5647,9.65233,22.4817
56.78,7.78425,9.97486,22.613
56.79,8.01464,10.2961,22.7873
56.8,8.25458,10.6125,23.0059
56.81,8.50256,10.9201,23.2698
56.82,8.75682,11.2146,23.5793
56.83,9.0153,11.4909,23.9343
56.84,9.27566,11.7438,24.334
56.85,9.53524,11.9675,24.7766
56.86,9.79104,12.1562,25.2594
56.87,10.0398,12.3037,25.7787
56.88,10.2779,12.4041,26.3292
56.89,10.5015,12.4521,26.9049
56.9,10.7066,12.4425,27.498
56.91,10.8892,12.3715,28.0999
56.92,11.0451,12.2362,28.7007
56.93,11.1704,12.0354,29.2898
56.94,11.2613,11.7697,29.856
56.95,11.3148,11.4413,30.3879
56.96,11.3281,11.0548,30.8746
56.97,11.2994,10.6164,31.3057
56.98,11.2275,10.1343,31.6723
56.99,11.1126,9.6181,31.967
57,10.9554,9.07839,32.1845
57.01,10.758,8.52643,32.3215
57.02,10.5233,7.9735,32.3771
57.03,10.2551,7.43044,32.3527
57.04,9.95805,6.90715,32.2514
57.05,9.63719,6.41225,32.0783
57.06,9.29802,5.9528,31.8397
57.07,8.9462,5.53417,31.5426
57.08,8.58735,5.16002,31.1949
57.09,8.2269,4.83243,30.8042
57.1,7.8699,4.55202,30.3782
57.11,7.52095,4.31817,29.924
57.12,7.18412,4.12934,29.4485
57.13,6.86284,3.98326,28.9574
57.14,6.55999,3.87719,28.456
57.15,6.27784,3.80816,27.949
57.16,6.0181,3.7731,27.4402
57.17,5.78199,3.76904,26.933
57.18,5.57029,3.79316,26.4302
57.19,5.38339,3.84292,25.9343
57.2,5.22138,3.91606,25.4471
57.21,5.08409,4.01067,24.9706
57.22,4.9712,4.12515,24.5063
57.23,4.88222,4.25824,24.0556
57.24,4.8166,4.40898,23.6199
57.25,4.77373,4.5767,23.2003
57.26,4.75301,4.76098,22.7981
57.27,4.75384,4.96162,22.4145
57.28,4.7757,5.17861,22.0508
57.29,4.81807,5.4121,21.7084
57.3,4.88055,5.66236,21.3887
57.31,4.96277,5.92974,21.0932
57.32,5.06447,6.21464,20.8237
57.33,5.18543,6.51744,20.5819
57.34,5.32552,6.83853,20.3699
57.35,5.48465,7.17818,20.19
57.36,5.66276,7.53654,20.0446
57.37,5.85982,7.91355,19.9363
57.38,6.07582,8.30891,19.8681
57.39,6.31067,8.72196,19.843
57.4,6.56427,9.15165,19.8643
57.41,6.83639,9.5964,19.9357
57.42,7.12666,10.054,20.0608
57.43,7.43453,10.5216,20.2432
57.44,7.7592,10.9955,20.4869
57.45,8.09956,11.4708,20.7953
57.46,8.45412,11.942,21.1717
57.47,8.82095,12.4022,21.6189
57.48,9.19759,12.8432,22.139
57.49,9.581,13.2559,22.7329
57.5,9.9675,13.6299,23.4
57.51,10.3527,13.9537,24.1383
57.52,10.7314,14.2153,24.9432
57.53,11.0978,14.4021,25.8078
57.54,11.4453,14.5018,26.7225
57.55,11.7668,14.503,27.6744
57.56,12.0545,14.3958,28.6479
57.57,12.3008,14.1726,29.6241
57.58,12.4976,13.8294,30.5823
57.59,12.6377,13.3661,31.4997
57.6,12.7143,12.7872,32.3531
57.61,12.722,12.1025,33.12
57.62,12.6568,11.3262,33.7798
57.63,12.5169,10.4772,34.3152
57.64,12.3024,9.57744,34.7135
57.65,12.0158,8.65113,34.9673
57.66,11.6619,7.7228,35.0749
57.67,11.2476,6.81598,35.04
57.68,10.7816,5.95167,34.8714
57.69,10.2736,5.14729,34.5818
57.7,9.73445,4.41598,34.1864
57.71,9.1751,3.76637,33.7022
57.72,8.60626,3.20271,33.1463
57.73,8.03797,2.72539,32.535
57.74,7.47924,2.33165,31.8832
57.75,6.93786,2.01633,31.204
57.76,6.42026,1.77266,30.5083
57.77,5.93147,1.593,29.805
57.78,5.47519,1.46939,29.1012
57.79,5.0539,1.39403,28.4021
57.8,4.66898,1.35959,27.7117
57.81,4.32093,1.35945,27.0329
57.82,4.00947,1.38779,26.3674
57.83,3.73375,1.43963,25.7167
57.84,3.49247,1.51084,25.0815
57.85,3.28406,1.5981,24.4623
57.86,3.10675,1.6988,23.8595
57.87,2.95867,1.81101,23.273
57.88,2.83797,1.93336,22.7032
57.89,2.74283,2.06501,22.1499
57.9,2.67155,2.20552,21.6132
57.91,2.62253,2.35484,21.0931
57.92,2.59438,2.51322,20.5899
57.93,2.58584,2.68117,20.1036
57.94,2.59587,2.85943,19.6345
57.95,2.62359,3.04894,19.1829
57.96,2.66832,3.25079,18.7492
57.97,2.72958,3.4662,18.3339
57.98,2.80705,3.69653,17.9376
57.99,2.9006,3.94325,17.5611
58,3.01026,4.20793,17.2054
58.01,3.13622,4.49221,16.8716
58.02,3.27883,4.79783,16.5611
58.03,3.43858,5.12655,16.2753
58.04,3.61611,5.48022,16.0163
58.05,3.81216,5.86066,15.7862
58.06,4.0276,6.2697,15.5877
58.07,4.2634,6.70911,15.4237
58.08,4.52062,7.18055,15.2978
58.09,4.80037,7.68549,15.2141
58.1,5.1038,8.2251,15.1771
58.11,5.43207,8.80017,15.1922
58.12,5.78629,9.41095,15.2655
58.13,6.1675,10.0569,15.4037
58.14,6.57655,10.7366,15.6142
58.15,7.01407,11.4474,15.9054
58.16,7.48032,12.1849,16.2861
58.17,7.97511,12.9431,16.7656
58.18,8.49759,13.7134,17.3537
58.19,9.04615,14.4848,18.0598
58.2,9.61814,15.243,18.8927
58.21,10.2097,15.9701,19.8598
58.22,10.8155,16.6449,20.9662
58.23,11.4286,17.2422,22.2136
58.24,12.04,17.7335,23.5987
58.25,12.6388,18.0879,25.112
58.26,13.2119,18.2729,26.7366
58.27,13.7442,18.257,28.4463
58.28,14.2188,18.0119,30.2058
58.29,14.6177,17.5156,31.9702
58.3,14.9225,16.7563,33.6866
58.31,15.1154,15.7351,35.2968
58.32,15.1805,14.4685,36.7412
58.33,15.1056,12.9895,37.9639
58.34,14.8831,11.3462,38.9185
58.35,14.5111,9.59905,39.5726
58.36,13.9945,7.81485,39.9119
58.37,13.3446,6.06093,39.9414
58.38,12.5786,4.39849,39.6838
58.39,11.7183,2.87726,39.1763
58.4,10.7884,1.5321,38.4652
58.41,9.81494,0.382008,37.6005
58.42,8.82287,-0.568838,36.6304
58.43,7.83514,-1.32839,35.5983
58.44,6.8714,-1.91337,34.5396
58.45,5.9475,-2.34575,33.4818
58.46,5.07529,-2.64985,32.4443
58.47,4.26283,-2.84991,31.4396
58.48,3.51478,-2.96862,30.4749
58.49,2.83292,-3.02621,29.5533
58.5,2.21671,-3.04002,28.6751
58.51,1.66385,-3.02451,27.8389
58.52,1.17077,-2.99142,27.0422
58.53,0.733032,-2.95008,26.2823
58.54,0.345675,-2.90778,25.5561
58.55,0.00350662,-2.87007,24.8611
58.56,-0.298709,-2.84111,24.1947
58.57,-0.566096,-2.82398,23.5548
58.58,-0.80356,-2.82089,22.9396
58.59,-1.01572,-2.83341,22.3476
58.6,-1.20689,-2.86263,21.7776
58.61,-1.38103,-2.90934,21.2287
58.62,-1.54176,-2.97408,20.7001
58.63,-1.6924,-3.0573,20.1914
58.64,-1.83595,-3.15939,19.7023
58.65,-1.97513,-3.28074,19.2326
58.66,-2.11245,-3.42181,18.7822
58.67,-2.25015,-3.58311,18.3515
58.68,-2.39034,-3.7653,17.9407
58.69,-2.53495,-3.96911,17.5504
58.7,-2.68578,-4.19545,17.1811
58.71,-2.84455,-4.44531,16.8339
58.72,-3.01291,-4.71985,16.5098
58.73,-3.19243,-5.02034,16.2103
58.74,-3.38467,-5.34815,15.9369
58.75,-3.59117,-5.70475,15.6917
58.76,-3.81346,-6.09164,15.4771
58.77,-4.05306,-6.51037,15.2957
58.78,-4.31149,-6.96244,15.151
58.79,-4.5903,-7.44923,15.0466
58.8,-4.89097,-7.97194,14.987
58.81,-5.215,-8.53147,14.9772
58.82,-5.5638,-9.12828,15.023
58.83,-5.93868,-9.76217,15.1308
58.84,-6.3408,-10.4322,15.3079
58.85,-6.77109,-11.1361,15.5625
58.86,-7.23016,-11.8706,15.9032
58.87,-7.7182,-12.6303,16.3396
58.88,-8.23481,-13.4078,16.8814
58.89,-8.77886,-14.1933,17.5386
58.9,-9.3483,-14.9736,18.3208
58.91,-9.93992,-15.7325,19.2366
58.92,-10.5491,-16.4499,20.2927
58.93,-11.1697,-17.1017,21.4929
58.94,-11.7936,-17.6603,22.8367
58.95,-12.4106,-18.0948,24.3178
58.96,-13.0084,-18.3722,25.9231
58.97,-13.5725,-18.4591,27.6302
58.98,-14.0864,-18.324,29.4076
58.99,-14.5321,-17.9406,31.2137
59,-14.8906,-17.2909,32.9973
59.01,-15.143,-16.3693,34.7006
59.02,-15.272,-15.185,36.2619
59.03,-15.2628,-13.7643,37.6207
59.04,-15.1052,-12.1502,38.7238
59.05,-14.7944,-10.4001,39.5305
59.06,-14.3323,-8.58114,40.0174
59.07,-13.7274,-6.76388,40.181
59.08,-12.9951,-5.01538,40.0373
59.09,-12.1558,-3.39287,39.6193
59.1,-11.2342,-1.93926,38.972
59.11,-10.2567,-0.68097,38.1465
59.12,-9.24959,0.371785,37.1943
59.13,-8.2377,1.22275,36.1629
59.14,-7.24274,1.88627,35.0925
59.15,-6.28263,2.38359,34.0147
59.16,-5.3712,2.73941,32.9526
59.17,-4.5182,2.97923,31.9216
59.18,-3.72969,3.12736,30.9308
59.19,-3.00853,3.20579,29.9846
59.2,-2.35496,3.23358,29.0841
59.21,-1.76721,3.22674,28.2281
59.22,-1.24199,3.19836,27.4142
59.23,-0.774997,3.1589,26.6396
59.24,-0.361266,3.11656,25.9011
59.25,0.00450018,3.07762,25.1956
59.26,0.327702,3.04681,24.5205
59.27,0.613673,3.02765,23.8733
59.28,0.867553,3.02267,23.2522
59.29,1.09421,3.03369,22.6554
59.3,1.29819,3.06198,22.0816
59.31,1.48369,3.10842,21.5297
59.32,1.65456,3.17366,20.9991
59.33,1.81433,3.25818,20.4891
59.34,1.96618,3.36239,19.9994
59.35,2.11302,3.4867,19.5298
59.36,2.25749,3.63153,19.0804
59.37,2.402,3.7974,18.6515
59.38,2.54875,3.98491,18.2433
59.39,2.6998,4.19479,17.8564
59.4,2.85703,4.42786,17.4917
59.41,3.02223,4.68509,17.15
59.42,3.19712,4.96756,16.8327
59.43,3.38331,5.27646,16.5412
59.44,3.58242,5.61306,16.2773
59.45,3.79598,5.97871,16.0432
59.46,4.02554,6.37478,15.8413
59.47,4.27261,6.80262,15.6746
59.48,4.5387,7.26351,15.5467
59.49,4.82527,7.75857,15.4613
59.5,5.13377,8.28865,15.4232
59.51,5.46557,8.85425,15.4375
59.52,5.82196,9.45532,15.5101
59.53,6.20408,10.0911,15.6477
59.54,6.61288,10.7599,15.8575
59.55,7.04903,11.4587,16.1477
59.56,7.5128,12.1832,16.5267
59.57,8.00399,12.9271,17.0036
59.58,8.52176,13.6817,17.5878
59.59,9.06443,14.436,18.2882
59.6,9.62936,15.1756,19.1132
59.61,10.2127,15.8831,20.0696
59.62,10.809,16.5375,21.162
59.63,11.4115,17.1141,22.3913
59.64,12.0113,17.5854,23.754
59.65,12.5975,17.9212,25.2402
59.66,13.1574,18.0905,26.8327
59.67,13.6762,18.063,28.5057
59.68,14.1376,17.812,30.2245
59.69,14.524,17.3169,31.9453
59.7,14.8177,16.567,33.6169
59.71,15.0017,15.564,35.1831
59.72,15.0608,14.3246,36.5867
59.73,14.9834,12.8809,37.7744
59.74,14.7623,11.2796,38.7017
59.75,14.396,9.57845,39.338
59.76,13.8893,7.84179,39.6695
59.77,13.2533,6.13402,39.701
59.78,12.5046,4.51382,39.454
59.79,11.6642,3.02899,38.9639
59.8,10.756,1.71328,38.2748
59.81,9.80498,0.585367,37.4342
59.82,8.83534,-0.350176,36.4886
59.83,7.86929,-1.10042,35.4796
59.84,6.92594,-1.6809,34.4417
59.85,6.02075,-2.1124,33.4016
59.86,5.16538,-2.41802,32.3787
59.87,4.36783,-2.62102,31.3854
59.88,3.63281,-2.74329,30.4292
59.89,2.96223,-2.80441,29.5135
59.9,2.35575,-2.82128,28.639
59.91,1.81127,-2.80806,27.8047
59.92,1.32545,-2.77628,27.0084
59.93,0.894071,-2.73517,26.2476
59.94,0.512381,-2.69194,25.5196
59.95,0.17538,-2.65211,24.8218
59.96,-0.121989,-2.61985,24.1518
59.97,-0.384691,-2.59824,23.5078
59.98,-0.617492,-2.58949,22.8878
59.99,-0.824889,-2.5952,22.2905
60,-1.01107,-2.61645,21.7146
60.01,-1.17991,-2.65402,21.1592
60.02,-1.33495,-2.70847,20.6236
60.03,-1.4794,-2.78021,20.1072
60.04,-1.61621,-2.86962,19.6097
60.05,-1.74803,-2.97707,19.1307
60.06,-1.87729,-3.10296,18.6703
60.07,-2.00619,-3.2478,18.2285
60.08,-2.13677,-3.41218,17.8055
60.09,-2.27091,-3.59681,17.4015
60.1,-2.41036,-3.80255,17.0173
60.11,-2.55677,-4.03039,16.6533
60.12,-2.71176,-4.28144,16.3106
60.13,-2.87684,-4.55699,15.9901
60.14,-3.05354,-4.85844,15.6933
60.15,-3.24337,-5.18728,15.4218
60.16,-3.44781,-5.54515,15.1776
60.17,-3.66839,-5.93373,14.963
60.18,-3.90664,-6.35474,14.7807
60.19,-4.16411,-6.8099,14.6341
60.2,-4.44237,-7.30082,14.5269
60.21,-4.74299,-7.82897,14.4635
60.22,-5.06755,-8.39554,14.4491
60.23,-5.41755,-9.00131,14.4894
60.24,-5.79446,-9.64646,14.5912
60.25,-6.19958,-10.3304,14.7619
60.26,-6.63402,-11.0514,15.0099
60.27,-7.0986,-11.8064,15.3445
60.28,-7.59372,-12.5906,15.7756
60.29,-8.11925,-13.397,16.3137
60.3,-8.67431,-14.216,16.9696
60.31,-9.25714,-15.0347,17.7542
60.32,-9.86477,-15.8368,18.6771
60.33,-10.4929,-16.602,19.7467
60.34,-11.1354,-17.3055,20.9682
60.35,-11.7843,-17.9185,22.3429
60.36,-12.4294,-18.4084,23.8663
60.37,-13.0582,-18.7398,25.5262
60.38,-13.6558,-18.8761,27.3014
60.39,-14.2048,-18.7822,29.1604
60.4,-14.6862,-18.4278,31.0602
60.41,-15.0797,-17.7909,32.9477
60.42,-15.3649,-16.8623,34.761
60.43,-15.5223,-15.6488,36.4332
60.44,-15.5356,-14.1759,37.8981
60.45,-15.3926,-12.488,39.0957
60.46,-15.0872,-10.646,39.9798
60.47,-14.6201,-8.72253,40.5226
60.48,-13.9998,-6.79487,40.7182
60.49,-13.2421,-4.93712,40.583
60.5,-12.3686,-3.2129,40.1524
60.51,-11.4057,-1.66998,39.4757
60.52,-10.3818,-0.337746,38.6091
60.53,-9.32546,0.772595,37.6096
60.54,-8.26344,1.66547,36.5293
60.55,-7.21921,2.35708,35.412
60.56,-6.21206,2.87116,34.2919
60.57,-5.25677,3.23512,33.1936
60.58,-4.36367,3.47699,32.1331
60.59,-3.53906,3.62331,31.1194
60.6,-2.78579,3.69785,30.1565
60.61,-2.1039,3.72106,29.2448
60.62,-1.49129,3.70998,28.3823
60.63,-0.944264,3.67843,27.5661
60.64,-0.458092,3.63734,26.7924
60.65,-0.0273719,3.59522,26.0576
60.66,0.35362,3.55856,25.3582
60.67,0.690686,3.53218,24.6913
60.68,0.989528,3.51965,24.0541
60.69,1.25562,3.52352,23.4444
60.7,1.49414,3.5456,22.8605
60.71,1.70989,3.58714,22.3011
60.72,1.90732,3.64902,21.7651
60.73,2.0905,3.73186,21.2517
60.74,2.26312,3.83614,20.7606
60.75,2.42856,3.96224,20.2914
60.76,2.58986,4.11057,19.8443
60.77,2.74979,4.28154,19.4195
60.78,2.91089,4.47564,19.0173
60.79,3.07545,4.69344,18.6386
60.8,3.24562,4.93562,18.2841
60.81,3.42336,5.20294,17.9551
60.82,3.61052,5.49625,17.6529
60.83,3.80884,5.81647,17.3793
60.84,4.01999,6.16457,17.1361
60.85,4.24553,6.54153,16.9259
60.86,4.48701,6.9483,16.7514
60.87,4.74586,7.38572,16.6158
60.88,5.0235,7.85448,16.5228
60.89,5.32123,8.35499,16.4765
60.9,5.6403,8.88729,16.4818
60.91,5.98179,9.4509,16.5438
60.92,6.34664,10.0446,16.6686
60.93,6.73556,10.6665,16.8626
60.94,7.14897,11.3132,17.1327
60.95,7.58693,11.9803,17.4864
60.96,8.04898,12.6615,17.9312
60.97,8.53409,13.3488,18.4749
60.98,9.04045,14.0316,19.1247
60.99,9.56538,14.697,19.887
61,10.1051,15.3292,20.7669
61.01,10.6545,15.9097,21.7671
61.02,11.2072,16.4172,22.8874
61.03,11.7551,16.8281,24.1231
61.04,12.2887,17.117,25.4647
